tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,note,velocity,channel
0,time_signature,4,4,24,8,0,1,0,,,,,
0,track_name,,,,,0,1,3,,,,,
0,track_name,,,,,0,1,4,,,,,
0,track_name,,,,,0,1,1,,,,,
0,track_name,,,,,0,1,2,,,,,
0,set_tempo,,,,,0,1,0,,625000,,,
0,key_signature,,,,,0,1,0,Am,,,,
3072,note_on,,,,,3072,0,1,,,71,96,0
3072,note_on,,,,,3072,0,4,,,52,96,3
3072,note_on,,,,,3072,0,2,,,68,96,1
3072,note_on,,,,,3072,0,3,,,64,96,2
4096,note_off,,,,,1024,0,1,,,71,0,0
4096,note_on,,,,,0,0,1,,,72,96,0
4096,note_off,,,,,1024,0,2,,,68,0,1
4096,note_on,,,,,0,0,2,,,69,96,1
4096,note_on,,,,,0,0,4,,,57,96,3
4096,note_off,,,,,1024,0,4,,,52,0,3
4096,note_off,,,,,1024,0,3,,,64,0,2
4096,note_on,,,,,0,0,3,,,64,96,2
4608,note_off,,,,,512,0,2,,,69,0,1
4608,note_on,,,,,0,0,2,,,64,96,1
4608,note_off,,,,,512,0,3,,,64,0,2
4608,note_on,,,,,0,0,3,,,60,96,2
5120,note_off,,,,,512,0,3,,,60,0,2
5120,note_on,,,,,0,0,2,,,65,96,1
5120,note_off,,,,,512,0,2,,,64,0,1
5120,note_on,,,,,0,0,1,,,71,96,0
5120,note_off,,,,,1024,0,1,,,72,0,0
5120,note_on,,,,,0,0,3,,,62,96,2
5632,note_on,,,,,0,0,2,,,64,96,1
5632,note_off,,,,,512,0,2,,,65,0,1
5632,note_on,,,,,0,0,3,,,64,96,2
5632,note_off,,,,,1536,0,4,,,57,0,3
5632,note_on,,,,,0,0,4,,,55,96,3
5632,note_off,,,,,512,0,3,,,62,0,2
6144,note_off,,,,,512,0,3,,,64,0,2
6144,note_on,,,,,0,0,1,,,69,96,0
6144,note_on,,,,,0,0,4,,,53,96,3
6144,note_off,,,,,1024,0,1,,,71,0,0
6144,note_off,,,,,512,0,4,,,55,0,3
6144,note_on,,,,,0,0,3,,,57,96,2
6656,note_off,,,,,1024,0,2,,,64,0,1
6656,note_on,,,,,0,0,2,,,62,96,1
7168,note_off,,,,,1024,0,1,,,69,0,0
7168,note_on,,,,,0,0,3,,,55,96,2
7168,note_off,,,,,1024,0,3,,,57,0,2
7168,note_on,,,,,0,0,1,,,71,96,0
7168,note_on,,,,,0,0,2,,,67,96,1
7168,note_off,,,,,512,0,2,,,62,0,1
7680,note_on,,,,,0,0,1,,,72,96,0
7680,note_off,,,,,1536,0,4,,,53,0,3
7680,note_on,,,,,0,0,4,,,52,96,3
7680,note_off,,,,,512,0,1,,,71,0,0
8192,note_off,,,,,512,0,4,,,52,0,3
8192,note_on,,,,,0,0,3,,,57,96,2
8192,note_on,,,,,0,0,1,,,74,96,0
8192,note_off,,,,,1024,0,3,,,55,0,2
8192,note_off,,,,,512,0,1,,,72,0,0
8192,note_on,,,,,0,0,4,,,50,96,3
8704,note_on,,,,,0,0,2,,,65,96,1
8704,note_off,,,,,1536,0,2,,,67,0,1
9216,note_on,,,,,0,0,3,,,58,96,2
9216,note_on,,,,,0,0,1,,,76,96,0
9216,note_off,,,,,1024,0,3,,,57,0,2
9216,note_off,,,,,1024,0,1,,,74,0,0
9216,note_off,,,,,512,0,2,,,65,0,1
9216,note_on,,,,,0,0,2,,,67,96,1
9728,note_off,,,,,512,0,2,,,67,0,1
9728,note_off,,,,,1536,0,4,,,50,0,3
9728,note_on,,,,,0,0,2,,,64,96,1
9728,note_on,,,,,0,0,4,,,49,96,3
10240,note_off,,,,,512,0,2,,,64,0,1
10240,note_on,,,,,0,0,4,,,50,96,3
10240,note_off,,,,,512,0,4,,,49,0,3
10240,note_on,,,,,0,0,1,,,74,96,0
10240,note_off,,,,,1024,0,1,,,76,0,0
10240,note_off,,,,,1024,0,3,,,58,0,2
10240,note_on,,,,,0,0,3,,,57,96,2
10240,note_on,,,,,0,0,2,,,65,96,1
10752,note_off,,,,,512,0,3,,,57,0,2
10752,note_on,,,,,0,0,3,,,56,96,2
11264,note_on,,,,,0,0,4,,,45,96,3
11264,note_off,,,,,1024,0,4,,,50,0,3
