tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,control,value,channel,program,note,velocity
96,note_on,,,,,0,0,8,,,,7,,72,75
96,note_on,,,,,0,0,1,,,,0,,53,127
96,set_tempo,,,,,96,1,10,428571,,,,,,
96,set_tempo,,,,,96,1,1,428571,,,,,,
96,set_tempo,,,,,96,1,13,428571,,,,,,
96,note_on,,,,,0,0,13,,,,13,,72,96
96,set_tempo,,,,,96,1,3,428571,,,,,,
96,note_on,,,,,0,0,13,,,,13,,65,96
96,set_tempo,,,,,96,1,7,428571,,,,,,
96,set_tempo,,,,,96,1,6,428571,,,,,,
96,note_on,,,,,0,0,3,,,,2,,72,62
180,note_off,,,,,84,0,9,,,,8,,69,0
180,note_off,,,,,84,0,1,,,,0,,53,0
180,note_off,,,,,0,0,13,,,,13,,72,0
180,note_off,,,,,84,0,13,,,,13,,65,0
180,note_off,,,,,84,0,3,,,,2,,72,0
180,note_off,,,,,84,0,4,,,,3,,69,0
180,note_off,,,,,84,0,8,,,,7,,72,0
180,note_off,,,,,84,0,7,,,,6,,72,0
192,note_on,,,,,12,0,9,,,,8,,72,75
192,note_on,,,,,12,0,7,,,,6,,75,75
192,note_on,,,,,12,0,1,,,,0,,53,127
192,note_on,,,,,12,0,13,,,,13,,63,96
192,note_on,,,,,12,0,8,,,,7,,75,75
192,note_on,,,,,12,0,3,,,,2,,75,62
192,note_on,,,,,0,0,13,,,,13,,72,96
192,note_on,,,,,12,0,4,,,,3,,72,62
234,note_off,,,,,42,0,1,,,,0,,53,0
240,note_on,,,,,6,0,1,,,,0,,53,127
276,note_off,,,,,180,0,6,,,,5,,57,0
276,note_off,,,,,84,0,4,,,,3,,72,0
276,note_off,,,,,84,0,8,,,,7,,75,0
276,note_off,,,,,180,0,12,,,,12,,45,0
276,note_off,,,,,84,0,9,,,,8,,72,0
276,note_off,,,,,180,0,5,,,,4,,65,0
276,note_off,,,,,84,0,3,,,,2,,75,0
276,note_off,,,,,84,0,13,,,,13,,57,0
276,note_off,,,,,84,0,7,,,,6,,75,0
276,note_off,,,,,0,0,13,,,,13,,72,0
276,note_off,,,,,180,0,10,,,,10,,65,0
276,note_off,,,,,0,0,13,,,,13,,63,0
276,note_off,,,,,180,0,11,,,,11,,57,0
282,note_off,,,,,42,0,1,,,,0,,53,0
288,note_on,,,,,12,0,11,,,,11,,58,98
288,note_on,,,,,12,0,10,,,,10,,65,75
288,note_on,,,,,12,0,5,,,,4,,65,62
288,note_on,,,,,12,0,13,,,,13,,65,96
288,note_on,,,,,12,0,8,,,,7,,74,75
288,note_on,,,,,0,0,13,,,,13,,74,96
288,note_on,,,,,0,0,13,,,,13,,58,96
288,note_on,,,,,12,0,12,,,,12,,46,98
288,note_on,,,,,6,0,1,,,,0,,53,127
288,note_on,,,,,12,0,4,,,,3,,70,62
288,note_on,,,,,12,0,7,,,,6,,74,75
288,note_on,,,,,12,0,6,,,,5,,58,49
288,note_on,,,,,12,0,9,,,,8,,70,75
288,note_on,,,,,12,0,3,,,,2,,74,62
330,note_off,,,,,42,0,1,,,,0,,53,0
336,note_on,,,,,6,0,1,,,,0,,53,127
372,note_off,,,,,84,0,13,,,,13,,65,0
372,note_off,,,,,0,0,13,,,,13,,74,0
372,note_off,,,,,0,0,13,,,,13,,58,0
372,note_off,,,,,84,0,9,,,,8,,70,0
372,note_off,,,,,84,0,12,,,,12,,46,0
372,note_off,,,,,84,0,7,,,,6,,74,0
372,note_off,,,,,84,0,5,,,,4,,65,0
372,note_off,,,,,84,0,11,,,,11,,58,0
372,note_off,,,,,84,0,4,,,,3,,70,0
372,note_off,,,,,84,0,10,,,,10,,65,0
372,note_off,,,,,84,0,6,,,,5,,58,0
372,note_off,,,,,84,0,3,,,,2,,74,0
372,note_off,,,,,84,0,8,,,,7,,74,0
378,note_off,,,,,42,0,1,,,,0,,53,0
384,note_on,,,,,12,0,5,,,,4,,63,62
384,note_on,,,,,12,0,10,,,,10,,65,75
384,note_on,,,,,12,0,7,,,,6,,72,75
384,note_on,,,,,12,0,8,,,,7,,72,75
384,note_on,,,,,288,0,2,,,,1,,53,127
384,note_on,,,,,12,0,13,,,,13,,69,96
384,note_on,,,,,0,0,13,,,,13,,75,96
384,note_on,,,,,0,0,13,,,,13,,60,96
384,note_on,,,,,12,0,3,,,,2,,72,62
384,note_on,,,,,12,0,12,,,,12,,48,98
384,note_on,,,,,12,0,4,,,,3,,69,62
384,note_on,,,,,12,0,6,,,,5,,60,49
384,note_on,,,,,6,0,1,,,,0,,53,127
384,note_on,,,,,12,0,11,,,,11,,60,98
384,note_on,,,,,12,0,9,,,,8,,69,75
394,note_off,,,,,10,0,10,,,,10,,65,0
396,note_on,,,,,2,0,10,,,,10,,63,75
406,note_off,,,,,10,0,10,,,,10,,63,0
408,note_on,,,,,2,0,10,,,,10,,65,75
418,note_off,,,,,10,0,10,,,,10,,65,0
420,note_on,,,,,2,0,10,,,,10,,63,75
430,note_off,,,,,10,0,10,,,,10,,63,0
432,note_on,,,,,2,0,10,,,,10,,65,75
442,note_off,,,,,10,0,10,,,,10,,65,0
444,note_on,,,,,2,0,10,,,,10,,63,75
454,note_off,,,,,10,0,10,,,,10,,63,0
456,note_on,,,,,2,0,10,,,,10,,65,75
466,note_off,,,,,10,0,10,,,,10,,65,0
468,note_off,,,,,84,0,6,,,,5,,60,0
468,note_off,,,,,0,0,13,,,,13,,60,0
468,note_off,,,,,0,0,13,,,,13,,75,0
468,note_off,,,,,84,0,3,,,,2,,72,0
468,note_off,,,,,84,0,13,,,,13,,69,0
468,note_off,,,,,84,0,8,,,,7,,72,0
468,note_off,,,,,84,0,12,,,,12,,48,0
468,note_off,,,,,84,0,7,,,,6,,72,0
468,note_off,,,,,84,0,2,,,,1,,53,0
468,note_off,,,,,84,0,1,,,,0,,53,0
468,note_on,,,,,2,0,10,,,,10,,63,75
468,note_off,,,,,84,0,4,,,,3,,69,0
468,note_off,,,,,84,0,5,,,,4,,63,0
468,note_off,,,,,84,0,11,,,,11,,60,0
468,note_off,,,,,84,0,9,,,,8,,69,0
478,note_off,,,,,10,0,10,,,,10,,63,0
480,note_on,,,,,12,0,8,,,,7,,70,75
480,note_on,,,,,0,0,13,,,,13,,75,96
480,note_on,,,,,0,0,13,,,,13,,63,96
480,note_on,,,,,12,0,11,,,,11,,63,98
480,note_on,,,,,12,0,13,,,,13,,70,96
480,note_on,,,,,12,0,4,,,,3,,65,62
480,note_on,,,,,12,0,12,,,,12,,51,98
480,note_on,,,,,12,0,6,,,,5,,63,49
480,note_on,,,,,12,0,9,,,,8,,65,75
480,note_on,,,,,2,0,10,,,,10,,62,75
480,note_on,,,,,12,0,7,,,,6,,70,75
480,note_on,,,,,12,0,2,,,,1,,53,127
480,note_on,,,,,12,0,5,,,,4,,62,62
480,note_on,,,,,12,0,3,,,,2,,70,62
522,note_off,,,,,42,0,3,,,,2,,70,0
522,note_off,,,,,42,0,7,,,,6,,70,0
522,note_off,,,,,42,0,10,,,,10,,62,0
522,note_off,,,,,42,0,2,,,,1,,53,0
522,note_off,,,,,42,0,8,,,,7,,70,0
522,note_off,,,,,42,0,5,,,,4,,62,0
528,note_on,,,,,6,0,7,,,,6,,69,75
528,note_on,,,,,6,0,2,,,,1,,53,127
528,note_on,,,,,6,0,5,,,,4,,60,62
528,note_on,,,,,6,0,8,,,,7,,69,75
528,note_on,,,,,6,0,3,,,,2,,69,62
528,note_on,,,,,6,0,10,,,,10,,60,75
564,note_off,,,,,84,0,6,,,,5,,63,0
564,note_off,,,,,84,0,12,,,,12,,51,0
564,note_off,,,,,84,0,4,,,,3,,65,0
564,note_off,,,,,84,0,11,,,,11,,63,0
564,note_off,,,,,84,0,13,,,,13,,70,0
564,note_off,,,,,0,0,13,,,,13,,75,0
564,note_off,,,,,0,0,13,,,,13,,63,0
564,note_off,,,,,84,0,9,,,,8,,65,0
570,note_off,,,,,42,0,8,,,,7,,69,0
570,note_off,,,,,42,0,7,,,,6,,69,0
570,note_off,,,,,42,0,2,,,,1,,53,0
570,note_off,,,,,42,0,5,,,,4,,60,0
570,note_off,,,,,42,0,10,,,,10,,60,0
570,note_off,,,,,42,0,3,,,,2,,69,0
576,note_on,,,,,12,0,6,,,,5,,62,49
576,note_on,,,,,6,0,3,,,,2,,70,62
576,note_on,,,,,6,0,2,,,,1,,53,127
576,note_on,,,,,0,0,13,,,,13,,62,96
576,note_on,,,,,0,0,13,,,,13,,70,96
576,note_on,,,,,12,0,13,,,,13,,62,96
576,note_on,,,,,6,0,10,,,,10,,62,75
576,note_on,,,,,12,0,4,,,,3,,65,62
576,note_on,,,,,12,0,12,,,,12,,50,98
576,note_on,,,,,6,0,8,,,,7,,70,75
576,note_on,,,,,12,0,11,,,,11,,62,98
576,note_on,,,,,6,0,7,,,,6,,70,75
576,note_on,,,,,6,0,5,,,,4,,62,62
576,note_on,,,,,12,0,9,,,,8,,65,75
618,note_off,,,,,42,0,2,,,,1,,53,0
624,note_on,,,,,6,0,2,,,,1,,53,127
660,note_off,,,,,84,0,8,,,,7,,70,0
660,note_off,,,,,84,0,9,,,,8,,65,0
660,note_off,,,,,84,0,11,,,,11,,62,0
660,note_off,,,,,84,0,13,,,,13,,62,0
660,note_off,,,,,0,0,13,,,,13,,70,0
660,note_off,,,,,0,0,13,,,,13,,62,0
660,note_off,,,,,84,0,3,,,,2,,70,0
660,note_off,,,,,84,0,4,,,,3,,65,0
660,note_off,,,,,84,0,10,,,,10,,62,0
660,note_off,,,,,84,0,6,,,,5,,62,0
660,note_off,,,,,84,0,5,,,,4,,62,0
660,note_off,,,,,84,0,7,,,,6,,70,0
660,note_off,,,,,84,0,12,,,,12,,50,0
666,note_off,,,,,42,0,2,,,,1,,53,0
672,note_on,,,,,12,0,13,,,,13,,69,96
672,note_on,,,,,204,0,1,,,,0,,53,127
672,note_on,,,,,12,0,8,,,,7,,72,75
672,note_on,,,,,12,0,6,,,,5,,60,49
672,note_on,,,,,12,0,7,,,,6,,72,75
672,note_on,,,,,12,0,11,,,,11,,60,98
672,note_on,,,,,12,0,12,,,,12,,48,98
672,note_on,,,,,12,0,4,,,,3,,69,62
672,note_on,,,,,0,0,13,,,,13,,75,96
672,note_on,,,,,0,0,13,,,,13,,60,96
672,note_on,,,,,12,0,3,,,,2,,72,62
672,note_on,,,,,12,0,9,,,,8,,69,75
672,note_on,,,,,12,0,5,,,,4,,63,62
672,note_on,,,,,12,0,10,,,,10,,63,75
672,note_on,,,,,6,0,2,,,,1,,53,127
756,note_off,,,,,84,0,9,,,,8,,69,0
756,note_off,,,,,84,0,5,,,,4,,63,0
756,note_off,,,,,84,0,3,,,,2,,72,0
756,note_off,,,,,84,0,10,,,,10,,63,0
756,note_off,,,,,84,0,7,,,,6,,72,0
756,note_off,,,,,84,0,2,,,,1,,53,0
756,note_off,,,,,84,0,1,,,,0,,53,0
756,note_off,,,,,84,0,8,,,,7,,72,0
756,note_off,,,,,84,0,11,,,,11,,60,0
756,note_off,,,,,84,0,13,,,,13,,69,0
756,note_off,,,,,0,0,13,,,,13,,75,0
756,note_off,,,,,0,0,13,,,,13,,60,0
756,note_off,,,,,84,0,12,,,,12,,48,0
756,note_off,,,,,84,0,6,,,,5,,60,0
756,note_off,,,,,84,0,4,,,,3,,69,0
768,note_on,,,,,12,0,4,,,,3,,72,62
768,note_on,,,,,12,0,11,,,,11,,58,98
768,note_on,,,,,12,0,12,,,,12,,46,98
768,note_on,,,,,12,0,6,,,,5,,58,49
768,note_on,,,,,12,0,7,,,,6,,75,75
768,note_on,,,,,12,0,10,,,,10,,60,75
768,note_on,,,,,0,0,13,,,,13,,58,96
768,note_on,,,,,12,0,5,,,,4,,60,62
768,note_on,,,,,12,0,1,,,,0,,53,127
768,note_on,,,,,12,0,9,,,,8,,72,75
768,note_on,,,,,12,0,13,,,,13,,63,96
768,note_on,,,,,12,0,8,,,,7,,75,75
768,note_on,,,,,12,0,3,,,,2,,75,62
768,note_on,,,,,0,0,13,,,,13,,72,96
810,note_off,,,,,42,0,13,,,,13,,58,0
810,note_off,,,,,42,0,11,,,,11,,58,0
810,note_off,,,,,42,0,1,,,,0,,53,0
810,note_off,,,,,42,0,12,,,,12,,46,0
810,note_off,,,,,42,0,6,,,,5,,58,0
816,note_on,,,,,6,0,11,,,,11,,57,98
816,note_on,,,,,6,0,13,,,,13,,57,96
816,note_on,,,,,6,0,12,,,,12,,45,98
816,note_on,,,,,6,0,1,,,,0,,53,127
816,note_on,,,,,6,0,6,,,,5,,57,49
852,note_off,,,,,84,0,10,,,,10,,60,0
852,note_off,,,,,84,0,5,,,,4,,60,0
852,note_off,,,,,84,0,7,,,,6,,75,0
852,note_off,,,,,36,0,13,,,,13,,63,0
852,note_off,,,,,0,0,13,,,,13,,72,0
852,note_off,,,,,84,0,4,,,,3,,72,0
852,note_off,,,,,84,0,8,,,,7,,75,0
852,note_off,,,,,84,0,3,,,,2,,75,0
852,note_off,,,,,84,0,9,,,,8,,72,0
858,note_off,,,,,42,0,11,,,,11,,57,0
858,note_off,,,,,42,0,1,,,,0,,53,0
858,note_off,,,,,6,0,13,,,,13,,57,0
858,note_off,,,,,42,0,12,,,,12,,45,0
858,note_off,,,,,42,0,6,,,,5,,57,0
864,note_on,,,,,6,0,1,,,,0,,53,127
864,note_on,,,,,12,0,9,,,,8,,70,75
864,note_on,,,,,12,0,3,,,,2,,74,62
864,note_on,,,,,6,0,12,,,,12,,46,98
864,note_on,,,,,6,0,11,,,,11,,58,98
864,note_on,,,,,6,0,6,,,,5,,58,49
864,note_on,,,,,12,0,10,,,,10,,65,75
864,note_on,,,,,12,0,7,,,,6,,74,75
864,note_on,,,,,6,0,13,,,,13,,65,96
864,note_on,,,,,12,0,8,,,,7,,74,75
864,note_on,,,,,12,0,5,,,,4,,65,62
864,note_on,,,,,12,0,4,,,,3,,70,62
864,note_on,,,,,0,0,13,,,,13,,58,96
864,note_on,,,,,0,0,13,,,,13,,74,96
906,note_off,,,,,42,0,1,,,,0,,53,0
912,note_on,,,,,6,0,1,,,,0,,53,127
948,note_off,,,,,0,0,13,,,,13,,58,0
948,note_off,,,,,84,0,5,,,,4,,65,0
948,note_off,,,,,84,0,13,,,,13,,65,0
948,note_off,,,,,84,0,8,,,,7,,74,0
948,note_off,,,,,84,0,12,,,,12,,46,0
948,note_off,,,,,0,0,13,,,,13,,74,0
948,note_off,,,,,84,0,6,,,,5,,58,0
948,note_off,,,,,84,0,3,,,,2,,74,0
948,note_off,,,,,84,0,9,,,,8,,70,0
948,note_off,,,,,84,0,10,,,,10,,65,0
948,note_off,,,,,84,0,4,,,,3,,70,0
948,note_off,,,,,84,0,11,,,,11,,58,0
948,note_off,,,,,84,0,7,,,,6,,74,0
954,note_off,,,,,42,0,1,,,,0,,53,0
960,note_on,,,,,12,0,6,,,,5,,57,49
960,note_on,,,,,204,0,2,,,,1,,53,127
960,note_on,,,,,12,0,4,,,,3,,72,62
960,note_on,,,,,12,0,7,,,,6,,74,75
960,note_on,,,,,12,0,8,,,,7,,74,75
960,note_on,,,,,12,0,3,,,,2,,74,62
960,note_on,,,,,12,0,10,,,,10,,65,75
960,note_on,,,,,12,0,13,,,,13,,65,96
960,note_on,,,,,0,0,13,,,,13,,72,96
960,note_on,,,,,0,0,13,,,,13,,57,96
960,note_on,,,,,12,0,12,,,,12,,45,98
960,note_on,,,,,12,0,11,,,,11,,57,98
960,note_on,,,,,6,0,1,,,,0,,53,127
960,note_on,,,,,12,0,5,,,,4,,65,62
960,note_on,,,,,12,0,9,,,,8,,72,75
970,note_off,,,,,10,0,8,,,,7,,74,0
970,note_off,,,,,10,0,7,,,,6,,74,0
970,note_off,,,,,10,0,3,,,,2,,74,0
972,note_on,,,,,2,0,8,,,,7,,72,75
972,note_on,,,,,2,0,7,,,,6,,72,75
972,note_on,,,,,2,0,3,,,,2,,72,62
982,note_off,,,,,10,0,8,,,,7,,72,0
982,note_off,,,,,10,0,3,,,,2,,72,0
982,note_off,,,,,10,0,7,,,,6,,72,0
984,note_on,,,,,2,0,3,,,,2,,74,62
984,note_on,,,,,2,0,7,,,,6,,74,75
984,note_on,,,,,2,0,8,,,,7,,74,75
994,note_off,,,,,10,0,8,,,,7,,74,0
994,note_off,,,,,10,0,3,,,,2,,74,0
994,note_off,,,,,10,0,7,,,,6,,74,0
996,note_on,,,,,2,0,7,,,,6,,72,75
996,note_on,,,,,2,0,8,,,,7,,72,75
996,note_on,,,,,2,0,3,,,,2,,72,62
1006,note_off,,,,,10,0,7,,,,6,,72,0
1006,note_off,,,,,10,0,3,,,,2,,72,0
1006,note_off,,,,,10,0,8,,,,7,,72,0
1008,note_on,,,,,2,0,8,,,,7,,74,75
1008,note_on,,,,,2,0,7,,,,6,,74,75
1008,note_on,,,,,2,0,3,,,,2,,74,62
1018,note_off,,,,,10,0,3,,,,2,,74,0
1018,note_off,,,,,10,0,7,,,,6,,74,0
1018,note_off,,,,,10,0,8,,,,7,,74,0
1020,note_on,,,,,2,0,8,,,,7,,72,75
1020,note_on,,,,,2,0,7,,,,6,,72,75
1020,note_on,,,,,2,0,3,,,,2,,72,62
1030,note_off,,,,,10,0,7,,,,6,,72,0
1030,note_off,,,,,10,0,8,,,,7,,72,0
1030,note_off,,,,,10,0,3,,,,2,,72,0
1032,note_on,,,,,2,0,7,,,,6,,74,75
1032,note_on,,,,,2,0,3,,,,2,,74,62
1032,note_on,,,,,2,0,8,,,,7,,74,75
1042,note_off,,,,,10,0,8,,,,7,,74,0
1042,note_off,,,,,10,0,7,,,,6,,74,0
1042,note_off,,,,,10,0,3,,,,2,,74,0
1044,note_off,,,,,84,0,2,,,,1,,53,0
1044,note_off,,,,,84,0,4,,,,3,,72,0
1044,note_off,,,,,84,0,11,,,,11,,57,0
1044,note_off,,,,,84,0,6,,,,5,,57,0
1044,note_off,,,,,84,0,1,,,,0,,53,0
1044,note_on,,,,,2,0,7,,,,6,,72,75
1044,note_off,,,,,84,0,9,,,,8,,72,0
1044,note_off,,,,,0,0,13,,,,13,,57,0
1044,note_off,,,,,84,0,12,,,,12,,45,0
1044,note_off,,,,,84,0,13,,,,13,,65,0
1044,note_on,,,,,2,0,3,,,,2,,72,62
1044,note_on,,,,,2,0,8,,,,7,,72,75
1044,note_off,,,,,0,0,13,,,,13,,72,0
1054,note_off,,,,,10,0,7,,,,6,,72,0
1054,note_off,,,,,10,0,8,,,,7,,72,0
1054,note_off,,,,,10,0,3,,,,2,,72,0
1056,note_on,,,,,12,0,2,,,,1,,53,127
1056,note_on,,,,,12,0,4,,,,3,,70,62
1056,note_on,,,,,2,0,8,,,,7,,74,75
1056,note_on,,,,,12,0,11,,,,11,,58,98
1056,note_on,,,,,2,0,3,,,,2,,74,62
1056,note_on,,,,,2,0,7,,,,6,,74,75
1056,note_on,,,,,12,0,13,,,,13,,65,96
1056,note_on,,,,,0,0,13,,,,13,,58,96
1056,note_on,,,,,12,0,12,,,,12,,46,98
1056,note_on,,,,,12,0,6,,,,5,,58,49
1056,note_on,,,,,12,0,9,,,,8,,70,75
1056,note_on,,,,,0,0,13,,,,13,,70,96
1066,note_off,,,,,10,0,8,,,,7,,74,0
1066,note_off,,,,,10,0,7,,,,6,,74,0
1066,note_off,,,,,10,0,3,,,,2,,74,0
1068,note_on,,,,,2,0,8,,,,7,,72,75
1068,note_on,,,,,2,0,3,,,,2,,72,62
1068,note_on,,,,,2,0,7,,,,6,,72,75
1078,note_off,,,,,10,0,8,,,,7,,72,0
1078,note_off,,,,,10,0,7,,,,6,,72,0
1078,note_off,,,,,10,0,3,,,,2,,72,0
1080,note_on,,,,,2,0,3,,,,2,,74,62
1080,note_on,,,,,2,0,8,,,,7,,74,75
1080,note_on,,,,,2,0,7,,,,6,,74,75
1090,note_off,,,,,10,0,7,,,,6,,74,0
1090,note_off,,,,,10,0,3,,,,2,,74,0
1090,note_off,,,,,10,0,8,,,,7,,74,0
1092,note_on,,,,,2,0,7,,,,6,,72,75
1092,note_on,,,,,2,0,3,,,,2,,72,62
1092,note_on,,,,,2,0,8,,,,7,,72,75
1098,note_off,,,,,42,0,12,,,,12,,46,0
1098,note_off,,,,,42,0,6,,,,5,,58,0
1098,note_off,,,,,42,0,2,,,,1,,53,0
1098,note_off,,,,,42,0,11,,,,11,,58,0
1098,note_off,,,,,42,0,13,,,,13,,58,0
1102,note_off,,,,,10,0,7,,,,6,,72,0
1102,note_off,,,,,10,0,8,,,,7,,72,0
1102,note_off,,,,,10,0,3,,,,2,,72,0
1104,note_on,,,,,6,0,12,,,,12,,45,98
1104,note_on,,,,,6,0,13,,,,13,,57,96
1104,note_on,,,,,6,0,2,,,,1,,53,127
1104,note_on,,,,,2,0,7,,,,6,,74,75
1104,note_on,,,,,2,0,8,,,,7,,74,75
1104,note_on,,,,,2,0,3,,,,2,,74,62
1104,note_on,,,,,6,0,6,,,,5,,57,49
1104,note_on,,,,,6,0,11,,,,11,,57,98
1114,note_off,,,,,10,0,3,,,,2,,74,0
1114,note_off,,,,,10,0,7,,,,6,,74,0
1114,note_off,,,,,10,0,8,,,,7,,74,0
1116,note_on,,,,,2,0,3,,,,2,,72,62
1116,note_on,,,,,2,0,7,,,,6,,72,75
1116,note_on,,,,,2,0,8,,,,7,,72,75
1126,note_off,,,,,10,0,8,,,,7,,72,0
1126,note_off,,,,,10,0,3,,,,2,,72,0
1126,note_off,,,,,10,0,7,,,,6,,72,0
1128,note_on,,,,,2,0,8,,,,7,,74,75
1128,note_on,,,,,2,0,3,,,,2,,74,62
1128,note_on,,,,,2,0,7,,,,6,,74,75
1138,note_off,,,,,10,0,8,,,,7,,74,0
1138,note_off,,,,,10,0,7,,,,6,,74,0
1138,note_off,,,,,10,0,3,,,,2,,74,0
1140,note_off,,,,,36,0,13,,,,13,,65,0
1140,note_off,,,,,180,0,5,,,,4,,65,0
1140,note_on,,,,,2,0,7,,,,6,,72,75
1140,note_on,,,,,2,0,3,,,,2,,72,62
1140,note_on,,,,,2,0,8,,,,7,,72,75
1140,note_off,,,,,0,0,13,,,,13,,70,0
1140,note_off,,,,,84,0,4,,,,3,,70,0
1140,note_off,,,,,84,0,9,,,,8,,70,0
1140,note_off,,,,,180,0,10,,,,10,,65,0
1146,note_off,,,,,6,0,13,,,,13,,57,0
1146,note_off,,,,,42,0,2,,,,1,,53,0
1146,note_off,,,,,42,0,11,,,,11,,57,0
1146,note_off,,,,,42,0,12,,,,12,,45,0
1146,note_off,,,,,42,0,6,,,,5,,57,0
1150,note_off,,,,,10,0,3,,,,2,,72,0
1150,note_off,,,,,10,0,7,,,,6,,72,0
1150,note_off,,,,,10,0,8,,,,7,,72,0
1152,note_on,,,,,6,0,2,,,,1,,53,127
1152,note_on,,,,,12,0,4,,,,3,,69,62
1152,note_on,,,,,2,0,7,,,,6,,77,75
1152,note_on,,,,,12,0,9,,,,8,,69,75
1152,note_on,,,,,2,0,8,,,,7,,77,75
1152,note_on,,,,,12,0,10,,,,10,,60,75
1152,note_on,,,,,12,0,5,,,,4,,60,62
1152,note_on,,,,,6,0,13,,,,13,,60,96
1152,note_on,,,,,0,0,13,,,,13,,69,96
1152,note_on,,,,,0,0,13,,,,13,,55,96
1152,note_on,,,,,6,0,6,,,,5,,55,49
