tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,3,,,,,,,,,,,,,0,,,,,,
0,control_change,0,0,2,,,,,,,,,,,,,,,1,10,64,,
0,control_change,0,0,2,,,,,,,,,,,,,,,1,7,100,,
0,program_change,0,0,2,,,,,,,,,,,,,,0,1,,,,
0,track_name,0,1,2,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,2,,,,,,,,,,,,,0,,,,,,
0,track_name,0,1,3,,,,,,,,,,,,,,,,,,,
0,note_on,0,0,1,,,,,,,,,,,,,,,0,,,69,107
0,control_change,0,0,1,,,,,,,,,,,,,,,0,10,64,,
0,control_change,0,0,1,,,,,,,,,,,,,,,0,7,100,,
0,program_change,0,0,1,,,,,,,,,,,,,,0,0,,,,
0,track_name,0,1,1,,,,,,,,,,,,,,,,,,,
0,end_of_track,0,1,3,,,,,,,,,,,,,,,,,,,
0,key_signature,0,1,0,,,,,,,,,,,C,,,,,,,,
0,midi_port,0,1,1,,,,,,,,,,,,,0,,,,,,
0,time_signature,0,1,0,,,,,,,1,8,12,8,,,,,,,,,
0,smpte_offset,0,1,0,25,32,0,3,0,0,,,,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,,,,,,,416667,,,,,,,
96,note_on,96,0,1,,,,,,,,,,,,,,,0,,,69,0
120,note_on,120,0,2,,,,,,,,,,,,,,,1,,,45,107
120,time_signature,120,1,0,,,,,,,3,2,48,8,,,,,,,,,
120,note_on,24,0,1,,,,,,,,,,,,,,,0,,,69,107
240,note_on,120,0,1,,,,,,,,,,,,,,,0,,,64,107
360,note_on,120,0,1,,,,,,,,,,,,,,,0,,,61,107
408,note_on,288,0,2,,,,,,,,,,,,,,,1,,,45,0
480,note_on,72,0,2,,,,,,,,,,,,,,,1,,,47,107
528,note_on,48,0,2,,,,,,,,,,,,,,,1,,,47,0
540,note_on,12,0,2,,,,,,,,,,,,,,,1,,,49,107
588,note_on,48,0,2,,,,,,,,,,,,,,,1,,,49,0
600,note_on,12,0,2,,,,,,,,,,,,,,,1,,,47,107
696,note_on,96,0,2,,,,,,,,,,,,,,,1,,,47,0
696,note_on,336,0,1,,,,,,,,,,,,,,,0,,,69,0
720,note_on,24,0,2,,,,,,,,,,,,,,,1,,,49,107
744,note_on,0,0,1,,,,,,,,,,,,,,,0,,,64,0
744,note_on,48,0,1,,,,,,,,,,,,,,,0,,,61,0
768,note_on,48,0,2,,,,,,,,,,,,,,,1,,,49,0
780,note_on,12,0,2,,,,,,,,,,,,,,,1,,,50,107
828,note_on,48,0,2,,,,,,,,,,,,,,,1,,,50,0
840,note_on,12,0,2,,,,,,,,,,,,,,,1,,,49,107
840,note_on,96,0,1,,,,,,,,,,,,,,,0,,,64,107
1032,note_on,192,0,2,,,,,,,,,,,,,,,1,,,49,0
1032,note_on,192,0,1,,,,,,,,,,,,,,,0,,,64,0
1080,note_on,48,0,1,,,,,,,,,,,,,,,0,,,66,107
1080,note_on,48,0,2,,,,,,,,,,,,,,,1,,,47,107
1104,note_on,24,0,2,,,,,,,,,,,,,,,1,,,47,0
1104,note_on,24,0,1,,,,,,,,,,,,,,,0,,,66,0
1110,note_on,6,0,2,,,,,,,,,,,,,,,1,,,49,107
1110,note_on,6,0,1,,,,,,,,,,,,,,,0,,,65,107
1134,note_on,24,0,1,,,,,,,,,,,,,,,0,,,65,0
1134,note_on,24,0,2,,,,,,,,,,,,,,,1,,,49,0
1140,note_on,6,0,1,,,,,,,,,,,,,,,0,,,66,107
1140,note_on,6,0,2,,,,,,,,,,,,,,,1,,,47,107
1200,note_on,60,0,1,,,,,,,,,,,,,,,0,,,66,107
1313,note_on,173,0,2,,,,,,,,,,,,,,,1,,,47,0
1320,note_on,7,0,2,,,,,,,,,,,,,,,1,,,45,107
1440,note_on,240,0,1,,,,,,,,,,,,,,,0,,,67,107
1488,note_on,48,0,1,,,,,,,,,,,,,,,0,,,66,0
1512,note_on,192,0,2,,,,,,,,,,,,,,,1,,,45,0
1536,note_on,48,0,1,,,,,,,,,,,,,,,0,,,67,0
1560,note_on,48,0,2,,,,,,,,,,,,,,,1,,,50,107
1560,note_on,24,0,1,,,,,,,,,,,,,,,0,,,66,107
1589,note_on,29,0,1,,,,,,,,,,,,,,,0,,,66,0
1590,note_on,1,0,1,,,,,,,,,,,,,,,0,,,68,107
1619,note_on,29,0,1,,,,,,,,,,,,,,,0,,,68,0
1620,note_on,1,0,1,,,,,,,,,,,,,,,0,,,66,107
1680,note_on,60,0,1,,,,,,,,,,,,,,,0,,,66,107
1752,note_on,192,0,2,,,,,,,,,,,,,,,1,,,50,0
1800,note_on,48,0,2,,,,,,,,,,,,,,,1,,,49,107
1824,note_on,24,0,2,,,,,,,,,,,,,,,1,,,49,0
1830,note_on,6,0,2,,,,,,,,,,,,,,,1,,,50,107
1854,note_on,24,0,2,,,,,,,,,,,,,,,1,,,50,0
1860,note_on,6,0,2,,,,,,,,,,,,,,,1,,,49,107
1920,note_on,240,0,1,,,,,,,,,,,,,,,0,,,69,107
1968,note_on,48,0,1,,,,,,,,,,,,,,,0,,,66,0
2016,note_on,48,0,1,,,,,,,,,,,,,,,0,,,69,0
2033,note_on,173,0,2,,,,,,,,,,,,,,,1,,,49,0
2040,note_on,24,0,1,,,,,,,,,,,,,,,0,,,74,107
2040,note_on,7,0,2,,,,,,,,,,,,,,,1,,,47,107
2069,note_on,29,0,1,,,,,,,,,,,,,,,0,,,74,0
2070,note_on,1,0,1,,,,,,,,,,,,,,,0,,,73,107
2099,note_on,29,0,1,,,,,,,,,,,,,,,0,,,73,0
2100,note_on,1,0,1,,,,,,,,,,,,,,,0,,,74,107
2232,note_on,192,0,2,,,,,,,,,,,,,,,1,,,47,0
2280,note_on,48,0,2,,,,,,,,,,,,,,,1,,,56,107
2400,note_on,300,0,1,,,,,,,,,,,,,,,0,,,76,107
2448,note_on,48,0,1,,,,,,,,,,,,,,,0,,,74,0
2472,note_on,192,0,2,,,,,,,,,,,,,,,1,,,56,0
2496,note_on,48,0,1,,,,,,,,,,,,,,,0,,,76,0
2520,note_on,48,0,2,,,,,,,,,,,,,,,1,,,57,107
2520,note_on,24,0,1,,,,,,,,,,,,,,,0,,,73,107
2544,note_on,24,0,2,,,,,,,,,,,,,,,1,,,57,0
2549,note_on,29,0,1,,,,,,,,,,,,,,,0,,,73,0
2550,note_on,1,0,1,,,,,,,,,,,,,,,0,,,74,107
2550,note_on,6,0,2,,,,,,,,,,,,,,,1,,,56,107
2574,note_on,24,0,2,,,,,,,,,,,,,,,1,,,56,0
2579,note_on,29,0,1,,,,,,,,,,,,,,,0,,,74,0
2580,note_on,6,0,2,,,,,,,,,,,,,,,1,,,57,107
2580,note_on,1,0,1,,,,,,,,,,,,,,,0,,,73,107
2753,note_on,173,0,2,,,,,,,,,,,,,,,1,,,57,0
2760,note_on,7,0,2,,,,,,,,,,,,,,,1,,,45,107
2880,note_on,300,0,1,,,,,,,,,,,,,,,0,,,71,107
2928,note_on,48,0,1,,,,,,,,,,,,,,,0,,,73,0
2952,note_on,192,0,2,,,,,,,,,,,,,,,1,,,45,0
2976,note_on,48,0,1,,,,,,,,,,,,,,,0,,,71,0
3000,note_on,48,0,2,,,,,,,,,,,,,,,1,,,52,107
3000,note_on,24,0,1,,,,,,,,,,,,,,,0,,,71,107
3120,note_on,120,0,1,,,,,,,,,,,,,,,0,,,68,107
3288,note_on,288,0,2,,,,,,,,,,,,,,,1,,,52,0
3360,note_on,72,0,2,,,,,,,,,,,,,,,1,,,54,107
3408,note_on,48,0,2,,,,,,,,,,,,,,,1,,,54,0
3420,note_on,12,0,2,,,,,,,,,,,,,,,1,,,56,107
3468,note_on,48,0,2,,,,,,,,,,,,,,,1,,,56,0
3480,note_on,12,0,2,,,,,,,,,,,,,,,1,,,54,107
3576,note_on,456,0,1,,,,,,,,,,,,,,,0,,,71,0
3576,note_on,96,0,2,,,,,,,,,,,,,,,1,,,54,0
3600,note_on,24,0,2,,,,,,,,,,,,,,,1,,,56,107
3624,note_on,48,0,1,,,,,,,,,,,,,,,0,,,68,0
3648,note_on,48,0,2,,,,,,,,,,,,,,,1,,,56,0
3660,note_on,12,0,2,,,,,,,,,,,,,,,1,,,57,107
3708,note_on,48,0,2,,,,,,,,,,,,,,,1,,,57,0
3720,note_on,96,0,1,,,,,,,,,,,,,,,0,,,76,107
3720,note_on,12,0,2,,,,,,,,,,,,,,,1,,,56,107
3744,note_on,24,0,1,,,,,,,,,,,,,,,0,,,76,0
3750,note_on,6,0,1,,,,,,,,,,,,,,,0,,,74,107
3774,note_on,24,0,1,,,,,,,,,,,,,,,0,,,74,0
3780,note_on,6,0,1,,,,,,,,,,,,,,,0,,,76,107
3912,note_on,192,0,2,,,,,,,,,,,,,,,1,,,56,0
3953,note_on,173,0,1,,,,,,,,,,,,,,,0,,,76,0
3960,note_on,48,0,2,,,,,,,,,,,,,,,1,,,54,107
3960,note_on,7,0,1,,,,,,,,,,,,,,,0,,,74,107
3984,note_on,24,0,1,,,,,,,,,,,,,,,0,,,74,0
3984,note_on,24,0,2,,,,,,,,,,,,,,,1,,,54,0
3990,note_on,6,0,1,,,,,,,,,,,,,,,0,,,76,107
3990,note_on,6,0,2,,,,,,,,,,,,,,,1,,,56,107
4014,note_on,24,0,1,,,,,,,,,,,,,,,0,,,76,0
4014,note_on,24,0,2,,,,,,,,,,,,,,,1,,,56,0
4020,note_on,6,0,2,,,,,,,,,,,,,,,1,,,54,107
4020,note_on,6,0,1,,,,,,,,,,,,,,,0,,,74,107
4193,note_on,173,0,2,,,,,,,,,,,,,,,1,,,54,0
4200,note_on,7,0,2,,,,,,,,,,,,,,,1,,,52,107
4320,note_on,300,0,1,,,,,,,,,,,,,,,0,,,76,107
4368,note_on,48,0,1,,,,,,,,,,,,,,,0,,,74,0
4392,note_on,192,0,2,,,,,,,,,,,,,,,1,,,52,0
4440,note_on,72,0,1,,,,,,,,,,,,,,,0,,,73,107
4440,note_on,48,0,2,,,,,,,,,,,,,,,1,,,57,107
4464,note_on,24,0,1,,,,,,,,,,,,,,,0,,,73,0
4464,note_on,0,0,1,,,,,,,,,,,,,,,0,,,76,0
4470,note_on,6,0,1,,,,,,,,,,,,,,,0,,,74,107
4494,note_on,24,0,1,,,,,,,,,,,,,,,0,,,74,0
4500,note_on,6,0,1,,,,,,,,,,,,,,,0,,,73,107
4632,note_on,192,0,2,,,,,,,,,,,,,,,1,,,57,0
4680,note_on,48,0,2,,,,,,,,,,,,,,,1,,,59,107
4800,note_on,300,0,1,,,,,,,,,,,,,,,0,,,71,107
4848,note_on,48,0,1,,,,,,,,,,,,,,,0,,,73,0
4872,note_on,192,0,2,,,,,,,,,,,,,,,1,,,59,0
4896,note_on,48,0,1,,,,,,,,,,,,,,,0,,,71,0
4920,note_on,24,0,1,,,,,,,,,,,,,,,0,,,69,107
4920,note_on,48,0,2,,,,,,,,,,,,,,,1,,,61,107
5016,note_on,96,0,1,,,,,,,,,,,,,,,0,,,69,0
5040,note_on,24,0,1,,,,,,,,,,,,,,,0,,,73,107
5112,note_on,192,0,2,,,,,,,,,,,,,,,1,,,61,0
5136,note_on,96,0,1,,,,,,,,,,,,,,,0,,,73,0
5160,note_on,24,0,1,,,,,,,,,,,,,,,0,,,78,107
5160,note_on,0,0,2,,,,,,,,,,,,,,,1,,,54,107
5160,note_on,48,0,2,,,,,,,,,,,,,,,1,,,57,107
5352,note_on,192,0,2,,,,,,,,,,,,,,,1,,,54,0
5352,note_on,0,0,2,,,,,,,,,,,,,,,1,,,57,0
5352,note_on,192,0,1,,,,,,,,,,,,,,,0,,,78,0
5400,note_on,48,0,1,,,,,,,,,,,,,,,0,,,76,107
5400,note_on,48,0,2,,,,,,,,,,,,,,,1,,,56,107
5400,note_on,0,0,2,,,,,,,,,,,,,,,1,,,59,107
5424,note_on,24,0,1,,,,,,,,,,,,,,,0,,,76,0
5430,note_on,6,0,1,,,,,,,,,,,,,,,0,,,78,107
5454,note_on,24,0,1,,,,,,,,,,,,,,,0,,,78,0
5460,note_on,6,0,1,,,,,,,,,,,,,,,0,,,76,107
5592,note_on,0,0,2,,,,,,,,,,,,,,,1,,,56,0
5592,note_on,192,0,2,,,,,,,,,,,,,,,1,,,59,0
5640,note_on,0,0,2,,,,,,,,,,,,,,,1,,,58,107
5640,note_on,48,0,2,,,,,,,,,,,,,,,1,,,61,107
5760,note_on,300,0,1,,,,,,,,,,,,,,,0,,,78,107
5808,note_on,48,0,1,,,,,,,,,,,,,,,0,,,76,0
5832,note_on,0,0,2,,,,,,,,,,,,,,,1,,,61,0
5832,note_on,192,0,2,,,,,,,,,,,,,,,1,,,58,0
5856,note_on,48,0,1,,,,,,,,,,,,,,,0,,,78,0
5880,note_on,24,0,1,,,,,,,,,,,,,,,0,,,75,107
5880,note_on,48,0,2,,,,,,,,,,,,,,,1,,,59,107
5904,note_on,24,0,1,,,,,,,,,,,,,,,0,,,75,0
5910,note_on,6,0,1,,,,,,,,,,,,,,,0,,,76,107
5934,note_on,24,0,1,,,,,,,,,,,,,,,0,,,76,0
5940,note_on,6,0,1,,,,,,,,,,,,,,,0,,,75,107
6072,note_on,192,0,2,,,,,,,,,,,,,,,1,,,59,0
6120,note_on,48,0,2,,,,,,,,,,,,,,,1,,,61,107
6240,note_on,300,0,1,,,,,,,,,,,,,,,0,,,73,107
6288,note_on,48,0,1,,,,,,,,,,,,,,,0,,,75,0
6312,note_on,192,0,2,,,,,,,,,,,,,,,1,,,61,0
6336,note_on,48,0,1,,,,,,,,,,,,,,,0,,,73,0
6360,note_on,0,0,1,,,,,,,,,,,,,,,0,,,71,107
6360,note_on,24,0,1,,,,,,,,,,,,,,,0,,,71,107
6360,note_on,48,0,2,,,,,,,,,,,,,,,1,,,63,107
6456,note_on,96,0,1,,,,,,,,,,,,,,,0,,,71,0
6480,note_on,24,0,1,,,,,,,,,,,,,,,0,,,78,107
6552,note_on,192,0,2,,,,,,,,,,,,,,,1,,,63,0
6576,note_on,96,0,1,,,,,,,,,,,,,,,0,,,78,0
6600,note_on,24,0,1,,,,,,,,,,,,,,,0,,,83,107
6600,note_on,48,0,2,,,,,,,,,,,,,,,1,,,56,107
6744,note_on,144,0,1,,,,,,,,,,,,,,,0,,,71,0
6792,note_on,192,0,2,,,,,,,,,,,,,,,1,,,56,0
6792,note_on,48,0,1,,,,,,,,,,,,,,,0,,,83,0
6840,note_on,48,0,2,,,,,,,,,,,,,,,1,,,61,107
6840,note_on,48,0,1,,,,,,,,,,,,,,,0,,,76,107
6840,note_on,0,0,1,,,,,,,,,,,,,,,0,,,81,107
6864,note_on,24,0,1,,,,,,,,,,,,,,,0,,,81,0
6870,note_on,6,0,1,,,,,,,,,,,,,,,0,,,80,107
6894,note_on,24,0,1,,,,,,,,,,,,,,,0,,,80,0
6900,note_on,6,0,1,,,,,,,,,,,,,,,0,,,81,107
7032,note_on,132,0,1,,,,,,,,,,,,,,,0,,,76,0
7032,note_on,192,0,2,,,,,,,,,,,,,,,1,,,61,0
7080,note_on,48,0,2,,,,,,,,,,,,,,,1,,,63,107
