tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,control_change,0,0,5,,,,,,,,,4,7,100,,
0,control_change,0,0,5,,,,,,,,,4,10,54,,
0,control_change,0,0,5,,,,,,,,,4,93,0,,
0,control_change,0,0,5,,,,,,,,,4,91,66,,
0,midi_port,0,1,6,,,,,,,0,,,,,,
0,track_name,0,1,6,,,,,,,,,,,,,
0,program_change,0,0,6,,,,,,,,56,5,,,,
0,control_change,0,0,6,,,,,,,,,5,7,100,,
0,control_change,0,0,6,,,,,,,,,5,10,77,,
0,control_change,0,0,6,,,,,,,,,5,93,0,,
0,control_change,0,0,6,,,,,,,,,5,91,66,,
0,program_change,0,0,5,,,,,,,,60,4,,,,
0,midi_port,0,1,7,,,,,,,0,,,,,,
0,program_change,0,0,7,,,,,,,,47,6,,,,
0,control_change,0,0,7,,,,,,,,,6,7,100,,
0,control_change,0,0,7,,,,,,,,,6,10,42,,
0,control_change,0,0,7,,,,,,,,,6,93,0,,
0,control_change,0,0,7,,,,,,,,,6,91,66,,
0,midi_port,0,1,8,,,,,,,0,,,,,,
0,track_name,0,1,8,,,,,,,,,,,,,
0,program_change,0,0,8,,,,,,,,0,7,,,,
0,control_change,0,0,8,,,,,,,,,7,7,100,,
0,control_change,0,0,8,,,,,,,,,7,10,64,,
0,control_change,0,0,8,,,,,,,,,7,93,0,,
0,track_name,0,1,7,,,,,,,,,,,,,
0,track_name,0,1,5,,,,,,,,,,,,,
0,midi_port,0,1,5,,,,,,,0,,,,,,
0,control_change,0,0,4,,,,,,,,,3,91,66,,
0,program_change,0,0,1,,,,,,,,73,0,,,,
0,control_change,0,0,1,,,,,,,,,0,7,100,,
0,control_change,0,0,1,,,,,,,,,0,10,38,,
0,control_change,0,0,1,,,,,,,,,0,93,0,,
0,control_change,0,0,1,,,,,,,,,0,91,66,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,program_change,0,0,2,,,,,,,,68,1,,,,
0,control_change,0,0,2,,,,,,,,,1,7,100,,
0,control_change,0,0,2,,,,,,,,,1,10,58,,
0,control_change,0,0,2,,,,,,,,,1,93,0,,
0,control_change,0,0,2,,,,,,,,,1,91,66,,
0,midi_port,0,1,3,,,,,,,0,,,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,program_change,0,0,3,,,,,,,,71,2,,,,
0,control_change,0,0,3,,,,,,,,,2,7,100,,
0,control_change,0,0,3,,,,,,,,,2,10,49,,
0,control_change,0,0,3,,,,,,,,,2,93,0,,
0,control_change,0,0,3,,,,,,,,,2,91,66,,
0,midi_port,0,1,4,,,,,,,0,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,program_change,0,0,4,,,,,,,,70,3,,,,
0,control_change,0,0,4,,,,,,,,,3,7,100,,
0,control_change,0,0,4,,,,,,,,,3,10,89,,
0,control_change,0,0,4,,,,,,,,,3,93,0,,
0,control_change,0,0,8,,,,,,,,,7,91,66,,
0,track_name,0,1,19,,,,,,,,,,,,,
0,midi_port,0,1,9,,,,,,,0,,,,,,
0,track_name,0,1,9,,,,,,,,,,,,,
0,note_on,0,0,12,,,,,,,,,12,,,48,61
0,midi_port,0,1,13,,,,,,,0,,,,,,
0,track_name,0,1,13,,,,,,,,,,,,,
0,program_change,0,0,13,,,,,,,,48,13,,,,
0,control_change,0,0,13,,,,,,,,,13,7,100,,
0,control_change,0,0,13,,,,,,,,,13,10,118,,
0,control_change,0,0,13,,,,,,,,,13,93,0,,
0,control_change,0,0,13,,,,,,,,,13,91,66,,
0,note_on,0,0,13,,,,,,,,,13,,,36,61
0,midi_port,0,1,14,,,,,,,0,,,,,,
0,track_name,0,1,14,,,,,,,,,,,,,
0,end_of_track,0,1,14,,,,,,,,,,,,,
0,midi_port,0,1,15,,,,,,,0,,,,,,
0,track_name,0,1,15,,,,,,,,,,,,,
0,end_of_track,0,1,15,,,,,,,,,,,,,
0,midi_port,0,1,16,,,,,,,0,,,,,,
0,track_name,0,1,16,,,,,,,,,,,,,
0,end_of_track,0,1,16,,,,,,,,,,,,,
0,midi_port,0,1,17,,,,,,,0,,,,,,
0,track_name,0,1,17,,,,,,,,,,,,,
0,end_of_track,0,1,17,,,,,,,,,,,,,
0,midi_port,0,1,18,,,,,,,0,,,,,,
0,track_name,0,1,18,,,,,,,,,,,,,
0,end_of_track,0,1,18,,,,,,,,,,,,,
0,midi_port,0,1,19,,,,,,,0,,,,,,
0,control_change,0,0,12,,,,,,,,,12,91,66,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,control_change,0,0,12,,,,,,,,,12,93,0,,
0,control_change,0,0,12,,,,,,,,,12,7,100,,
0,program_change,0,0,9,,,,,,,,48,8,,,,
0,control_change,0,0,9,,,,,,,,,8,7,100,,
0,control_change,0,0,9,,,,,,,,,8,10,26,,
0,control_change,0,0,9,,,,,,,,,8,93,0,,
0,control_change,0,0,9,,,,,,,,,8,91,66,,
0,note_on,0,0,9,,,,,,,,,8,,,60,61
0,midi_port,0,1,10,,,,,,,0,,,,,,
0,track_name,0,1,10,,,,,,,,,,,,,
0,program_change,0,0,10,,,,,,,,48,10,,,,
0,control_change,0,0,10,,,,,,,,,10,7,100,,
0,control_change,0,0,10,,,,,,,,,10,10,13,,
0,control_change,0,0,10,,,,,,,,,10,93,0,,
0,control_change,0,0,10,,,,,,,,,10,91,66,,
0,note_on,0,0,10,,,,,,,,,10,,,60,61
0,midi_port,0,1,11,,,,,,,0,,,,,,
0,track_name,0,1,11,,,,,,,,,,,,,
0,program_change,0,0,11,,,,,,,,48,11,,,,
0,control_change,0,0,11,,,,,,,,,11,7,100,,
0,control_change,0,0,11,,,,,,,,,11,10,64,,
0,control_change,0,0,11,,,,,,,,,11,93,0,,
0,control_change,0,0,11,,,,,,,,,11,91,66,,
0,note_on,0,0,11,,,,,,,,,11,,,48,61
0,midi_port,0,1,12,,,,,,,0,,,,,,
0,track_name,0,1,12,,,,,,,,,,,,,
0,program_change,0,0,12,,,,,,,,48,12,,,,
0,control_change,0,0,12,,,,,,,,,12,10,103,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
