tick,type,data,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,port,key,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,control,value,channel,program,note,velocity
0,sequencer_specific,"(0, 0, 91, 35, 1, 0, 5, 4, 35, 0)",0,1,0,,,,,,,,,,,,,,,,,,,
0,control_change,,0,0,15,,,,,,,,,,,,,,10,48,12,,,
0,control_change,,0,0,15,,,,,,,,,,,,,,11,127,12,,,
0,note_on,,0,0,15,,,,,,,,,,,,,,,,12,,66,88
0,note_on,,0,0,12,,,,,,,,,,,,,,,,8,,38,72
0,control_change,,0,0,12,,,,,,,,,,,,,,11,127,8,,,
0,control_change,,0,0,12,,,,,,,,,,,,,,10,112,8,,,
0,control_change,,0,0,12,,,,,,,,,,,,,,7,104,8,,,
0,program_change,,0,0,12,,,,,,,,,,,,,,,,8,48,,
0,midi_port,,0,1,12,,,,,,,0,,,,,,,,,,,,
0,track_name,,0,1,12,,,,,,,,,,,,,,,,,,,
0,track_name,,0,1,7,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,7,,,,,,,0,,,,,,,,,,,,
0,program_change,,0,0,7,,,,,,,,,,,,,,,,2,56,,
0,control_change,,0,0,7,,,,,,,,,,,,,,7,96,2,,,
0,control_change,,0,0,7,,,,,,,,,,,,,,10,60,2,,,
0,control_change,,0,0,7,,,,,,,,,,,,,,11,127,2,,,
0,note_on,,0,0,7,,,,,,,,,,,,,,,,2,,74,72
0,note_on,,0,0,7,,,,,,,,,,,,,,,,2,,62,72
0,track_name,,0,1,8,,,,,,,,,,,,,,,,,,,
0,control_change,,0,0,15,,,,,,,,,,,,,,7,96,12,,,
0,program_change,,0,0,15,,,,,,,,,,,,,,,,12,70,,
0,midi_port,,0,1,15,,,,,,,0,,,,,,,,,,,,
0,track_name,,0,1,15,,,,,,,,,,,,,,,,,,,
0,control_change,,0,0,13,,,,,,,,,,,,,,10,24,10,,,
0,control_change,,0,0,13,,,,,,,,,,,,,,7,96,10,,,
0,program_change,,0,0,13,,,,,,,,,,,,,,,,10,73,,
0,track_name,,0,1,6,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,6,,,,,,,0,,,,,,,,,,,,
0,program_change,,0,0,6,,,,,,,,,,,,,,,,1,70,,
0,control_change,,0,0,6,,,,,,,,,,,,,,7,96,1,,,
0,control_change,,0,0,6,,,,,,,,,,,,,,10,65,1,,,
0,control_change,,0,0,6,,,,,,,,,,,,,,11,127,1,,,
0,midi_port,,0,1,8,,,,,,,0,,,,,,,,,,,,
0,note_on,,0,0,6,,,,,,,,,,,,,,,,1,,62,72
0,midi_port,,0,1,13,,,,,,,0,,,,,,,,,,,,
0,track_name,,0,1,13,,,,,,,,,,,,,,,,,,,
0,track_name,,0,1,14,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,14,,,,,,,0,,,,,,,,,,,,
0,program_change,,0,0,14,,,,,,,,,,,,,,,,11,73,,
0,control_change,,0,0,14,,,,,,,,,,,,,,7,96,11,,,
0,control_change,,0,0,14,,,,,,,,,,,,,,10,96,11,,,
0,control_change,,0,0,14,,,,,,,,,,,,,,11,127,11,,,
0,note_on,,0,0,14,,,,,,,,,,,,,,,,11,,69,88
0,note_on,,0,0,6,,,,,,,,,,,,,,,,1,,66,72
0,control_change,,0,0,13,,,,,,,,,,,,,,11,127,10,,,
0,program_change,,0,0,8,,,,,,,,,,,,,,,,4,48,,
0,control_change,,0,0,8,,,,,,,,,,,,,,10,48,4,,,
0,program_change,,0,0,9,,,,,,,,,,,,,,,,5,48,,
0,control_change,,0,0,9,,,,,,,,,,,,,,7,96,5,,,
0,control_change,,0,0,9,,,,,,,,,,,,,,10,24,5,,,
0,control_change,,0,0,9,,,,,,,,,,,,,,11,127,5,,,
0,control_change,,0,0,18,,,,,,,,,,,,,,11,127,15,,,
0,control_change,,0,0,18,,,,,,,,,,,,,,7,96,15,,,
0,midi_port,,0,1,18,,,,,,,0,,,,,,,,,,,,
0,track_name,,0,1,18,,,,,,,,,,,,,,,,,,,
0,note_on,,0,0,17,,,,,,,,,,,,,,,,14,,50,72
0,program_change,,0,0,17,,,,,,,,,,,,,,,,14,47,,
0,control_change,,0,0,17,,,,,,,,,,,,,,11,127,14,,,
0,control_change,,0,0,17,,,,,,,,,,,,,,10,25,14,,,
0,control_change,,0,0,17,,,,,,,,,,,,,,7,96,14,,,
0,midi_port,,0,1,17,,,,,,,0,,,,,,,,,,,,
0,track_name,,0,1,17,,,,,,,,,,,,,,,,,,,
0,control_change,,0,0,10,,,,,,,,,,,,,,11,127,6,,,
0,track_name,,0,1,10,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,10,,,,,,,0,,,,,,,,,,,,
0,program_change,,0,0,10,,,,,,,,,,,,,,,,6,48,,
0,midi_port,,0,1,9,,,,,,,0,,,,,,,,,,,,
0,track_name,,0,1,9,,,,,,,,,,,,,,,,,,,
0,control_change,,0,0,18,,,,,,,,,,,,,,10,64,15,,,
0,program_change,,0,0,18,,,,,,,,,,,,,,,,15,19,,
0,control_change,,0,0,8,,,,,,,,,,,,,,11,127,4,,,
0,control_change,,0,0,10,,,,,,,,,,,,,,7,96,6,,,
0,note_on,,0,0,11,,,,,,,,,,,,,,,,7,,50,72
0,control_change,,0,0,11,,,,,,,,,,,,,,11,127,7,,,
0,control_change,,0,0,11,,,,,,,,,,,,,,10,96,7,,,
0,control_change,,0,0,11,,,,,,,,,,,,,,7,96,7,,,
0,program_change,,0,0,11,,,,,,,,,,,,,,,,7,48,,
0,midi_port,,0,1,11,,,,,,,0,,,,,,,,,,,,
0,track_name,,0,1,11,,,,,,,,,,,,,,,,,,,
0,control_change,,0,0,8,,,,,,,,,,,,,,7,96,4,,,
0,track_name,,0,1,16,,,,,,,,,,,,,,,,,,,
0,program_change,,0,0,16,,,,,,,,,,,,,,,,13,60,,
0,control_change,,0,0,16,,,,,,,,,,,,,,7,96,13,,,
0,control_change,,0,0,16,,,,,,,,,,,,,,10,80,13,,,
0,control_change,,0,0,16,,,,,,,,,,,,,,11,127,13,,,
0,note_on,,0,0,16,,,,,,,,,,,,,,,,13,,62,88
0,note_on,,0,0,18,,,,,,,,,,,,,,,,15,,74,72
0,note_on,,0,0,18,,,,,,,,,,,,,,,,15,,69,72
0,note_on,,0,0,18,,,,,,,,,,,,,,,,15,,66,72
0,note_on,,0,0,18,,,,,,,,,,,,,,,,15,,50,72
0,midi_port,,0,1,16,,,,,,,0,,,,,,,,,,,,
0,note_on,,0,0,13,,,,,,,,,,,,,,,,10,,74,88
0,control_change,,0,0,10,,,,,,,,,,,,,,10,80,6,,,
0,track_name,,0,1,2,,,,,,,,,,,,,,,,,,,
0,end_of_track,,0,1,2,,,,,,,,,,,,,,,,,,,
0,end_of_track,,0,1,3,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,3,,,,,,,0,,,,,,,,,,,,
0,end_of_track,,0,1,4,,,,,,,,,,,,,,,,,,,
0,track_name,,0,1,5,,,,,,,,,,,,,,,,,,,
0,track_name,,0,1,1,,,,,,,,,,,,,,,,,,,
0,track_name,,0,1,3,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,1,,,,,,,0,,,,,,,,,,,,
0,control_change,,0,0,5,,,,,,,,,,,,,,7,96,0,,,
0,control_change,,0,0,5,,,,,,,,,,,,,,11,127,0,,,
0,time_signature,,0,1,0,,,,,,,,,,4,4,24,8,,,,,,
0,control_change,,0,0,5,,,,,,,,,,,,,,10,75,0,,,
0,set_tempo,,0,1,0,,,,,,,,,1200000,,,,,,,,,,
0,key_signature,,0,1,0,,,,,,,,D,,,,,,,,,,,
