tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,pitch,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,,
0,control_change,0,0,7,,,,,,,,,6,10,110,,,
0,control_change,0,0,7,,,,,,,,,6,121,0,,,
0,midi_port,0,1,8,,,,,,,0,,,,,,,
0,track_name,0,1,8,,,,,,,,,,,,,,
0,program_change,0,0,8,,,,,,,,48,7,,,,,
0,control_change,0,0,8,,,,,,,,,7,7,65,,,
0,control_change,0,0,8,,,,,,,,,7,10,120,,,
0,control_change,0,0,8,,,,,,,,,7,121,0,,,
0,midi_port,0,1,9,,,,,,,0,,,,,,,
0,track_name,0,1,9,,,,,,,,,,,,,,
0,program_change,0,0,9,,,,,,,,48,8,,,,,
0,control_change,0,0,9,,,,,,,,,8,7,60,,,
0,control_change,0,0,9,,,,,,,,,8,10,70,,,
0,control_change,0,0,7,,,,,,,,,6,7,70,,,
0,control_change,0,0,9,,,,,,,,,8,121,0,,,
0,track_name,0,1,10,,,,,,,,,,,,,,
0,end_of_track,0,1,10,,,,,,,,,,,,,,
0,midi_port,0,1,11,,,,,,,0,,,,,,,
0,track_name,0,1,11,,,,,,,,,,,,,,
0,program_change,0,0,11,,,,,,,,48,10,,,,,
0,control_change,0,0,11,,,,,,,,,10,7,60,,,
0,control_change,0,0,11,,,,,,,,,10,10,80,,,
0,control_change,0,0,11,,,,,,,,,10,121,0,,,
0,midi_port,0,1,12,,,,,,,0,,,,,,,
0,track_name,0,1,12,,,,,,,,,,,,,,
0,end_of_track,0,1,12,,,,,,,,,,,,,,
0,midi_port,0,1,13,,,,,,,0,,,,,,,
0,track_name,0,1,13,,,,,,,,,,,,,,
0,midi_port,0,1,10,,,,,,,0,,,,,,,
0,program_change,0,0,7,,,,,,,,48,6,,,,,
0,track_name,0,1,7,,,,,,,,,,,,,,
0,midi_port,0,1,7,,,,,,,0,,,,,,,
0,program_change,0,0,2,,,,,,,,70,1,,,,,
0,control_change,0,0,2,,,,,,,,,1,7,70,,,
0,control_change,0,0,2,,,,,,,,,1,10,60,,,
0,control_change,0,0,2,,,,,,,,,1,121,0,,,
0,midi_port,0,1,3,,,,,,,0,,,,,,,
0,track_name,0,1,3,,,,,,,,,,,,,,
0,program_change,0,0,3,,,,,,,,60,2,,,,,
0,control_change,0,0,3,,,,,,,,,2,7,70,,,
0,control_change,0,0,3,,,,,,,,,2,10,40,,,
0,control_change,0,0,3,,,,,,,,,2,121,0,,,
0,midi_port,0,1,4,,,,,,,0,,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,,,
0,program_change,0,0,4,,,,,,,,56,3,,,,,
0,control_change,0,0,4,,,,,,,,,3,7,70,,,
0,control_change,0,0,4,,,,,,,,,3,10,90,,,
0,control_change,0,0,4,,,,,,,,,3,121,0,,,
0,midi_port,0,1,5,,,,,,,0,,,,,,,
0,track_name,0,1,5,,,,,,,,,,,,,,
0,program_change,0,0,5,,,,,,,,47,4,,,,,
0,control_change,0,0,5,,,,,,,,,4,7,75,,,
0,control_change,0,0,5,,,,,,,,,4,10,100,,,
0,control_change,0,0,5,,,,,,,,,4,121,0,,,
0,midi_port,0,1,6,,,,,,,0,,,,,,,
0,track_name,0,1,6,,,,,,,,,,,,,,
0,program_change,0,0,6,,,,,,,,48,5,,,,,
0,control_change,0,0,6,,,,,,,,,5,7,75,,,
0,control_change,0,0,6,,,,,,,,,5,10,20,,,
0,control_change,0,0,6,,,,,,,,,5,121,0,,,
0,track_name,0,1,35,,,,,,,,,,,,,,
0,end_of_track,0,1,13,,,,,,,,,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,,
0,midi_port,0,1,14,,,,,,,0,,,,,,,
0,end_of_track,0,1,14,,,,,,,,,,,,,,
0,midi_port,0,1,26,,,,,,,0,,,,,,,
0,track_name,0,1,26,,,,,,,,,,,,,,
0,end_of_track,0,1,26,,,,,,,,,,,,,,
0,midi_port,0,1,27,,,,,,,0,,,,,,,
0,track_name,0,1,27,,,,,,,,,,,,,,
0,end_of_track,0,1,27,,,,,,,,,,,,,,
0,midi_port,0,1,28,,,,,,,0,,,,,,,
0,track_name,0,1,28,,,,,,,,,,,,,,
0,end_of_track,0,1,28,,,,,,,,,,,,,,
0,midi_port,0,1,29,,,,,,,0,,,,,,,
0,track_name,0,1,29,,,,,,,,,,,,,,
0,end_of_track,0,1,29,,,,,,,,,,,,,,
0,midi_port,0,1,30,,,,,,,0,,,,,,,
0,end_of_track,0,1,25,,,,,,,,,,,,,,
0,track_name,0,1,30,,,,,,,,,,,,,,
0,midi_port,0,1,31,,,,,,,0,,,,,,,
0,track_name,0,1,31,,,,,,,,,,,,,,
0,end_of_track,0,1,31,,,,,,,,,,,,,,
0,midi_port,0,1,32,,,,,,,0,,,,,,,
0,track_name,0,1,32,,,,,,,,,,,,,,
0,end_of_track,0,1,32,,,,,,,,,,,,,,
0,midi_port,0,1,33,,,,,,,0,,,,,,,
0,track_name,0,1,33,,,,,,,,,,,,,,
0,end_of_track,0,1,33,,,,,,,,,,,,,,
0,midi_port,0,1,34,,,,,,,0,,,,,,,
