tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,
0,control_change,0,0,7,,,,,,,93,76,7,,,
0,track_name,0,1,8,,,,,,,,,,,,
0,control_change,0,0,8,,,,,,,0,0,8,,,
0,control_change,0,0,8,,,,,,,7,90,8,,,
0,control_change,0,0,8,,,,,,,10,70,8,,,
0,control_change,0,0,8,,,,,,,91,61,8,,,
0,control_change,0,0,8,,,,,,,93,61,8,,,
0,track_name,0,1,9,,,,,,,,,,,,
0,control_change,0,0,9,,,,,,,0,0,10,,,
0,control_change,0,0,9,,,,,,,32,1,10,,,
0,program_change,0,0,9,,,,,,,,,10,48,,
0,control_change,0,0,9,,,,,,,7,100,10,,,
0,control_change,0,0,9,,,,,,,10,30,10,,,
0,control_change,0,0,9,,,,,,,91,79,10,,,
0,control_change,0,0,7,,,,,,,91,76,7,,,
0,control_change,0,0,9,,,,,,,93,79,10,,,
0,track_name,0,1,10,,,,,,,,,,,,
0,control_change,0,0,10,,,,,,,0,0,11,,,
0,control_change,0,0,10,,,,,,,32,1,11,,,
0,program_change,0,0,10,,,,,,,,,11,48,,
0,control_change,0,0,10,,,,,,,7,95,11,,,
0,control_change,0,0,10,,,,,,,10,100,11,,,
0,control_change,0,0,10,,,,,,,91,70,11,,,
0,control_change,0,0,10,,,,,,,93,82,11,,,
0,note_on,0,0,10,,,,,,,,,11,,62,62
0,track_name,0,1,11,,,,,,,,,,,,
0,control_change,0,0,11,,,,,,,0,0,12,,,
0,control_change,0,0,11,,,,,,,32,1,12,,,
0,program_change,0,0,11,,,,,,,,,12,48,,
0,control_change,0,0,11,,,,,,,7,90,12,,,
0,note_on,0,0,9,,,,,,,,,10,,77,62
0,control_change,0,0,11,,,,,,,10,45,12,,,
0,control_change,0,0,7,,,,,,,10,60,7,,,
0,control_change,0,0,7,,,,,,,0,0,7,,,
0,control_change,0,0,2,,,,,,,7,100,2,,,
0,control_change,0,0,2,,,,,,,10,75,2,,,
0,control_change,0,0,2,,,,,,,91,82,2,,,
0,control_change,0,0,2,,,,,,,93,79,2,,,
0,track_name,0,1,3,,,,,,,,,,,,
0,control_change,0,0,3,,,,,,,0,0,3,,,
0,control_change,0,0,3,,,,,,,7,100,3,,,
0,control_change,0,0,3,,,,,,,10,40,3,,,
0,control_change,0,0,3,,,,,,,91,73,3,,,
0,control_change,0,0,3,,,,,,,93,73,3,,,
0,track_name,0,1,4,,,,,,,,,,,,
0,control_change,0,0,4,,,,,,,0,0,4,,,
0,control_change,0,0,4,,,,,,,7,90,4,,,
0,control_change,0,0,4,,,,,,,10,50,4,,,
0,control_change,0,0,7,,,,,,,7,100,7,,,
0,control_change,0,0,4,,,,,,,91,76,4,,,
0,track_name,0,1,5,,,,,,,,,,,,
0,control_change,0,0,5,,,,,,,0,0,5,,,
0,control_change,0,0,5,,,,,,,7,100,5,,,
0,control_change,0,0,5,,,,,,,10,80,5,,,
0,control_change,0,0,5,,,,,,,91,76,5,,,
0,control_change,0,0,5,,,,,,,93,76,5,,,
0,control_change,0,0,20,,,,,,,91,0,0,,,
0,track_name,0,1,6,,,,,,,,,,,,
0,control_change,0,0,6,,,,,,,0,0,6,,,
0,control_change,0,0,6,,,,,,,7,90,6,,,
0,control_change,0,0,6,,,,,,,10,90,6,,,
0,control_change,0,0,6,,,,,,,91,73,6,,,
0,control_change,0,0,6,,,,,,,93,73,6,,,
0,track_name,0,1,7,,,,,,,,,,,,
0,control_change,0,0,4,,,,,,,93,76,4,,,
0,control_change,0,0,11,,,,,,,91,76,12,,,
0,control_change,0,0,11,,,,,,,93,85,12,,,
0,note_on,0,0,11,,,,,,,,,12,,65,62
0,end_of_track,0,1,16,,,,,,,,,,,,
0,track_name,0,1,17,,,,,,,,,,,,
0,control_change,0,0,17,,,,,,,7,127,0,,,
0,control_change,0,0,17,,,,,,,10,64,0,,,
0,control_change,0,0,17,,,,,,,91,0,0,,,
0,control_change,0,0,17,,,,,,,93,0,0,,,
0,end_of_track,0,1,17,,,,,,,,,,,,
0,track_name,0,1,18,,,,,,,,,,,,
0,control_change,0,0,18,,,,,,,7,127,0,,,
0,control_change,0,0,18,,,,,,,10,64,0,,,
0,control_change,0,0,18,,,,,,,91,0,0,,,
0,control_change,0,0,18,,,,,,,93,0,0,,,
0,end_of_track,0,1,18,,,,,,,,,,,,
0,track_name,0,1,19,,,,,,,,,,,,
0,control_change,0,0,16,,,,,,,93,0,0,,,
0,control_change,0,0,19,,,,,,,7,127,0,,,
0,control_change,0,0,19,,,,,,,91,0,0,,,
0,control_change,0,0,19,,,,,,,93,0,0,,,
0,end_of_track,0,1,19,,,,,,,,,,,,
0,track_name,0,1,20,,,,,,,,,,,,
0,control_change,0,0,20,,,,,,,40,103,1,,,
0,control_change,0,0,20,,,,,,,40,103,0,,,
0,control_change,0,0,20,,,,,,,93,64,1,,,
0,control_change,0,0,20,,,,,,,92,0,1,,,
