tick,type,data,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,port,tempo,key,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,program,channel,control,value,note,velocity
0,sequencer_specific,"(0, 0, 91, 35, 1, 0, 5, 6, 42, 0)",0,1,0,,,,,,,,,,,,,,,,,,,
0,control_change,,0,0,6,,,,,,,,,,,,,,,1,10,65,,
0,control_change,,0,0,6,,,,,,,,,,,,,,,1,11,127,,
0,control_change,,0,0,6,,,,,,,,,,,,,,,1,7,80,,
0,note_on,,0,0,6,,,,,,,,,,,,,,,1,,,76,76
0,track_name,,0,1,7,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,7,,,,,,,0,,,,,,,,,,,,
0,program_change,,0,0,6,,,,,,,,,,,,,,68,1,,,,
0,program_change,,0,0,7,,,,,,,,,,,,,,70,2,,,,
0,control_change,,0,0,7,,,,,,,,,,,,,,,2,11,127,,
0,control_change,,0,0,7,,,,,,,,,,,,,,,2,7,96,,
0,note_on,,0,0,7,,,,,,,,,,,,,,,2,,,60,76
0,track_name,,0,1,8,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,8,,,,,,,0,,,,,,,,,,,,
0,program_change,,0,0,8,,,,,,,,,,,,,,48,11,,,,
0,control_change,,0,0,7,,,,,,,,,,,,,,,2,10,75,,
0,control_change,,0,0,8,,,,,,,,,,,,,,,11,10,48,,
0,midi_port,,0,1,6,,,,,,,0,,,,,,,,,,,,
0,note_on,,0,0,5,,,,,,,,,,,,,,,0,,,76,76
0,track_name,,0,1,2,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,2,,,,,,,0,,,,,,,,,,,,
0,end_of_track,,0,1,2,,,,,,,,,,,,,,,,,,,
0,track_name,,0,1,3,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,3,,,,,,,0,,,,,,,,,,,,
0,end_of_track,,0,1,3,,,,,,,,,,,,,,,,,,,
0,track_name,,0,1,6,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,4,,,,,,,0,,,,,,,,,,,,
0,track_name,,0,1,5,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,5,,,,,,,0,,,,,,,,,,,,
0,program_change,,0,0,5,,,,,,,,,,,,,,68,0,,,,
0,control_change,,0,0,5,,,,,,,,,,,,,,,0,10,55,,
0,control_change,,0,0,5,,,,,,,,,,,,,,,0,11,127,,
0,control_change,,0,0,5,,,,,,,,,,,,,,,0,7,80,,
