tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,
0,control_change,0,0,2,,,,,,,,1,7,100,,
0,control_change,0,0,2,,,,,,,,1,10,59,,
0,note_on,0,0,2,,,,,,,,1,,,43,100
0,end_of_track,0,1,16,,,,,,,,,,,,
0,track_name,0,1,3,,,,,,,,,,,,
0,end_of_track,0,1,3,,,,,,,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,
0,end_of_track,0,1,4,,,,,,,,,,,,
0,track_name,0,1,5,,,,,,,,,,,,
0,end_of_track,0,1,5,,,,,,,,,,,,
0,track_name,0,1,6,,,,,,,,,,,,
0,end_of_track,0,1,6,,,,,,,,,,,,
0,track_name,0,1,7,,,,,,,,,,,,
0,end_of_track,0,1,7,,,,,,,,,,,,
0,track_name,0,1,8,,,,,,,,,,,,
0,end_of_track,0,1,8,,,,,,,,,,,,
0,track_name,0,1,9,,,,,,,,,,,,
0,track_name,0,1,16,,,,,,,,,,,,
0,end_of_track,0,1,15,,,,,,,,,,,,
0,track_name,0,1,15,,,,,,,,,,,,
0,end_of_track,0,1,14,,,,,,,,,,,,
0,track_name,0,1,14,,,,,,,,,,,,
0,end_of_track,0,1,13,,,,,,,,,,,,
0,program_change,0,0,2,,,,,,,0,1,,,,
0,track_name,0,1,13,,,,,,,,,,,,
0,track_name,0,1,12,,,,,,,,,,,,
0,end_of_track,0,1,11,,,,,,,,,,,,
0,track_name,0,1,11,,,,,,,,,,,,
0,end_of_track,0,1,10,,,,,,,,,,,,
0,track_name,0,1,10,,,,,,,,,,,,
0,end_of_track,0,1,9,,,,,,,,,,,,
0,end_of_track,0,1,12,,,,,,,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,
0,end_of_track,0,1,17,,,,,,,,,,,,
0,time_signature,0,1,0,3,4,24,8,,,,,,,,
0,key_signature,0,1,0,,,,,G,,,,,,,
0,set_tempo,0,1,0,,,,,,600000,,,,,,
0,marker,0,1,0,,,,,,,,,,,,
0,track_name,0,1,1,,,,,,,,,,,,
0,program_change,0,0,1,,,,,,,0,0,,,,
0,control_change,0,0,1,,,,,,,,0,7,100,,
0,control_change,0,0,1,,,,,,,,0,10,69,,
0,note_on,0,0,1,,,,,,,,0,,,71,100
120,note_on,120,0,1,,,,,,,,0,,,71,0
120,note_on,0,0,1,,,,,,,,0,,,74,100
120,note_on,0,0,2,,,,,,,,1,,,47,100
120,note_on,120,0,2,,,,,,,,1,,,43,0
240,note_on,120,0,2,,,,,,,,1,,,47,0
240,note_on,120,0,1,,,,,,,,0,,,74,0
240,note_on,0,0,1,,,,,,,,0,,,78,100
240,note_on,0,0,2,,,,,,,,1,,,45,100
360,note_on,0,0,1,,,,,,,,0,,,81,100
360,note_on,0,0,2,,,,,,,,1,,,48,100
360,note_on,120,0,2,,,,,,,,1,,,45,0
360,note_on,120,0,1,,,,,,,,0,,,78,0
480,note_on,120,0,1,,,,,,,,0,,,81,0
480,note_on,0,0,1,,,,,,,,0,,,79,100
480,note_on,0,0,2,,,,,,,,1,,,47,100
480,note_on,120,0,2,,,,,,,,1,,,48,0
600,note_on,120,0,2,,,,,,,,1,,,47,0
600,note_on,0,0,2,,,,,,,,1,,,50,100
720,note_on,0,0,2,,,,,,,,1,,,48,100
720,note_on,120,0,2,,,,,,,,1,,,50,0
840,note_on,0,0,1,,,,,,,,0,,,72,100
840,note_on,0,0,2,,,,,,,,1,,,52,100
840,note_on,120,0,2,,,,,,,,1,,,48,0
840,note_on,360,0,1,,,,,,,,0,,,79,0
960,note_on,120,0,1,,,,,,,,0,,,72,0
960,note_on,0,0,2,,,,,,,,1,,,50,100
960,note_on,120,0,2,,,,,,,,1,,,52,0
960,note_on,0,0,1,,,,,,,,0,,,71,100
1080,note_on,0,0,1,,,,,,,,0,,,69,100
1080,note_on,0,0,2,,,,,,,,1,,,54,100
1080,note_on,120,0,1,,,,,,,,0,,,71,0
1080,note_on,120,0,2,,,,,,,,1,,,50,0
1200,note_on,120,0,2,,,,,,,,1,,,54,0
1200,note_on,0,0,2,,,,,,,,1,,,52,100
1200,note_on,120,0,1,,,,,,,,0,,,69,0
1200,note_on,0,0,1,,,,,,,,0,,,67,100
1320,note_on,0,0,2,,,,,,,,1,,,55,100
1320,note_on,120,0,1,,,,,,,,0,,,67,0
1320,note_on,0,0,1,,,,,,,,0,,,71,100
1320,note_on,120,0,2,,,,,,,,1,,,52,0
1440,note_on,0,0,1,,,,,,,,0,,,69,100
1440,note_on,120,0,2,,,,,,,,1,,,55,0
1440,note_on,0,0,2,,,,,,,,1,,,54,100
1440,note_on,120,0,1,,,,,,,,0,,,71,0
1560,note_on,120,0,1,,,,,,,,0,,,69,0
1560,note_on,120,0,2,,,,,,,,1,,,54,0
1560,note_on,0,0,2,,,,,,,,1,,,57,100
1560,note_on,0,0,1,,,,,,,,0,,,73,100
1680,note_on,120,0,1,,,,,,,,0,,,73,0
1680,note_on,0,0,1,,,,,,,,0,,,76,100
1680,note_on,120,0,2,,,,,,,,1,,,57,0
1680,note_on,0,0,2,,,,,,,,1,,,55,100
1800,note_on,120,0,2,,,,,,,,1,,,55,0
