tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,note,velocity,channel,program
92928,note_off,,192,0,1,,,,,62,64,0,
92928,note_on,,0,0,1,,,,,64,92,0,
93024,note_off,,96,0,1,,,,,71,64,0,
93024,note_on,,0,0,1,,,,,71,92,0,
93120,note_on,,0,0,1,,,,,69,92,0,
93120,note_off,,96,0,1,,,,,71,64,0,
93216,note_off,,96,0,1,,,,,69,64,0,
93216,note_on,,0,0,1,,,,,67,92,0,
93312,note_on,,0,0,1,,,,,69,92,0,
93312,note_off,,96,0,1,,,,,67,64,0,
93408,note_off,,96,0,1,,,,,64,64,0,
93408,note_on,,0,0,1,,,,,64,92,0,
93504,note_on,,0,0,2,,,,,50,92,0,
93504,note_off,,576,0,2,,,,,52,64,0,
93504,note_off,,96,0,1,,,,,64,64,0,
93504,note_on,,0,0,1,,,,,62,92,0,
93600,note_off,,96,0,1,,,,,62,64,0,
93600,note_on,,0,0,1,,,,,60,92,0,
93696,note_off,,192,0,2,,,,,50,64,0,
93696,note_on,,0,0,2,,,,,52,92,0,
93696,note_on,,0,0,1,,,,,59,92,0,
93696,note_off,,96,0,1,,,,,60,64,0,
93792,note_on,,0,0,1,,,,,69,92,0,
93792,note_off,,96,0,1,,,,,69,64,0,
93888,note_off,,96,0,1,,,,,69,64,0,
93888,note_on,,0,0,1,,,,,67,92,0,
93984,note_off,,96,0,1,,,,,67,64,0,
93984,note_on,,0,0,1,,,,,66,92,0,
94080,note_off,,96,0,1,,,,,66,64,0,
94080,note_on,,0,0,1,,,,,67,92,0,
94176,note_off,,96,0,1,,,,,59,64,0,
94176,note_on,,0,0,1,,,,,62,92,0,
94272,note_on,,0,0,1,,,,,60,92,0,
94272,note_on,,0,0,2,,,,,47,92,0,
94272,note_off,,576,0,2,,,,,52,64,0,
94272,note_off,,96,0,1,,,,,62,64,0,
94368,note_on,,0,0,1,,,,,62,92,0,
94368,note_off,,96,0,1,,,,,60,64,0,
94464,note_off,,96,0,1,,,,,62,64,0,
94464,note_off,,192,0,2,,,,,47,64,0,
94464,note_on,,0,0,2,,,,,48,92,0,
94560,note_off,,96,0,1,,,,,67,64,0,
94560,note_on,,0,0,1,,,,,67,92,0,
94656,note_off,,96,0,1,,,,,67,64,0,
94656,note_on,,0,0,1,,,,,72,92,0,
94752,note_off,,96,0,1,,,,,72,64,0,
94752,note_on,,0,0,1,,,,,71,92,0,
94848,note_on,,0,0,1,,,,,69,92,0,
94848,note_off,,96,0,1,,,,,71,64,0,
94848,note_off,,384,0,2,,,,,48,64,0,
94848,note_on,,0,0,2,,,,,50,92,0,
94944,note_on,,96,0,1,,,,,66,92,0,
95040,note_on,,0,0,1,,,,,74,92,0,
95040,note_off,,96,0,1,,,,,69,64,0,
95136,note_on,,0,0,1,,,,,72,92,0,
95136,note_off,,96,0,1,,,,,74,64,0,
95232,note_off,,384,0,2,,,,,50,64,0,
95232,note_on,,0,0,2,,,,,52,92,0,
95232,note_on,,0,0,1,,,,,67,92,0,
95232,note_off,,0,0,1,,,,,66,64,0,
95232,note_on,,0,0,1,,,,,71,92,0,
95232,note_off,,96,0,1,,,,,72,64,0,
95328,note_on,,0,0,2,,,,,64,92,0,
95328,note_off,,96,0,2,,,,,52,64,0,
95424,note_on,,0,0,1,,,,,69,92,0,
95424,note_on,,0,0,1,,,,,72,92,0,
95424,note_on,,0,0,2,,,,,62,92,0,
95424,note_off,,96,0,2,,,,,64,64,0,
95424,note_off,,0,0,1,,,,,67,64,0,
95424,note_off,,192,0,1,,,,,71,64,0,
95520,note_off,,96,0,2,,,,,62,64,0,
95520,note_on,,0,0,2,,,,,60,92,0,
95616,note_on,,0,0,2,,,,,59,92,0,
95616,note_off,,96,0,2,,,,,60,64,0,
95616,note_on,,0,0,1,,,,,74,92,0,
95616,note_on,,0,0,1,,,,,71,92,0,
95616,note_off,,192,0,1,,,,,72,64,0,
95616,note_off,,0,0,1,,,,,69,64,0,
95712,note_off,,96,0,2,,,,,59,64,0,
95712,note_on,,0,0,2,,,,,57,92,0,
95808,note_off,,96,0,2,,,,,57,64,0,
95808,note_on,,0,0,2,,,,,55,92,0,
95904,note_off,,0,0,1,,,,,71,64,0,
95904,note_off,,288,0,1,,,,,74,64,0,
95904,note_on,,0,0,1,,,,,74,92,0,
95904,note_on,,0,0,2,,,,,59,92,0,
95904,note_off,,96,0,2,,,,,55,64,0,
95904,note_on,,0,0,1,,,,,71,92,0,
96000,note_off,,96,0,2,,,,,59,64,0,
96000,note_off,,0,0,1,,,,,71,64,0,
96000,note_on,,0,0,2,,,,,60,92,0,
96000,note_on,,0,0,1,,,,,69,92,0,
96000,note_on,,0,0,1,,,,,72,92,0,
96000,note_off,,96,0,1,,,,,74,64,0,
96096,note_off,,96,0,1,,,,,72,64,0,
96096,note_on,,0,0,1,,,,,74,92,0,
96192,note_on,,0,0,2,,,,,57,92,0,
96192,note_off,,192,0,2,,,,,60,64,0,
96192,note_off,,96,0,1,,,,,74,64,0,
96192,note_off,,0,0,1,,,,,69,64,0,
96192,note_on,,0,0,1,,,,,72,92,0,
96288,note_off,,96,0,1,,,,,72,64,0,
96288,note_on,,0,0,1,,,,,71,92,0,
96384,note_on,,0,0,2,,,,,62,92,0,
96384,note_off,,192,0,2,,,,,57,64,0,
96384,note_off,,96,0,1,,,,,71,64,0,
96384,note_on,,0,0,1,,,,,69,92,0,
96480,note_off,,96,0,1,,,,,69,64,0,
96480,note_on,,0,0,1,,,,,71,92,0,
96576,note_on,,0,0,1,,,,,72,92,0,
96576,note_on,,0,0,2,,,,,50,92,0,
96576,note_off,,96,0,1,,,,,71,64,0,
96576,note_on,,0,0,1,,,,,66,92,0,
96576,note_off,,192,0,2,,,,,62,64,0,
96672,note_off,,96,0,1,,,,,72,64,0,
96672,note_on,,0,0,1,,,,,74,92,0,
96768,note_off,,96,0,1,,,,,74,64,0,
96768,note_on,,0,0,2,,,,,55,92,0,
96768,note_on,,0,0,1,,,,,71,92,0,
96768,note_on,,0,0,1,,,,,67,92,0,
96768,note_off,,0,0,1,,,,,66,64,0,
96768,note_off,,192,0,2,,,,,50,64,0,
96864,note_on,,35424,0,3,,,,,55,102,0,
96960,note_off,,192,0,2,,,,,55,64,0,
96960,note_off,,0,0,1,,,,,67,64,0,
96960,note_off,,96,0,3,,,,,55,64,0,
96960,note_on,,0,0,3,,,,,43,102,0,
96960,note_off,,192,0,1,,,,,71,64,0,
97056,note_off,,96,0,3,,,,,43,64,0,
97056,note_on,,0,0,3,,,,,55,102,0,
97152,note_on,,0,0,3,,,,,43,102,0,
97152,note_off,,96,0,3,,,,,55,64,0,
97248,note_on,,0,0,3,,,,,55,102,0,
97248,note_off,,96,0,3,,,,,43,64,0,
97344,note_on,,0,0,3,,,,,43,102,0,
97344,note_on,,0,0,2,,,,,59,92,0,
97344,note_on,,384,0,2,,,,,55,92,0,
97344,note_on,,384,0,1,,,,,64,92,0,
97344,note_on,,0,0,1,,,,,71,92,0,
97344,note_on,,0,0,1,,,,,67,92,0,
97344,note_on,,0,0,1,,,,,76,92,0,
97344,note_off,,96,0,3,,,,,55,64,0,
97440,note_off,,96,0,3,,,,,43,64,0,
97440,note_on,,0,0,3,,,,,55,102,0,
97536,note_off,,192,0,2,,,,,59,64,0,
97536,note_on,,0,0,1,,,,,76,92,0,
97536,note_off,,0,0,1,,,,,64,64,0,
97536,note_on,,0,0,1,,,,,69,92,0,
97536,note_on,,0,0,1,,,,,65,92,0,
97536,note_off,,0,0,1,,,,,71,64,0,
97536,note_off,,0,0,1,,,,,67,64,0,
97536,note_off,,192,0,1,,,,,76,64,0,
97536,note_off,,0,0,2,,,,,55,64,0,
97536,note_on,,0,0,2,,,,,57,92,0,
97536,note_on,,0,0,1,,,,,72,92,0,
97536,note_off,,96,0,3,,,,,55,64,0,
97536,note_on,,0,0,2,,,,,60,92,0,
97536,note_on,,0,0,3,,,,,41,102,0,
97632,note_off,,96,0,3,,,,,41,64,0,
97632,note_on,,0,0,3,,,,,53,102,0,
97728,note_off,,0,0,2,,,,,57,64,0,
97728,note_off,,192,0,1,,,,,76,64,0,
97728,note_off,,0,0,1,,,,,72,64,0,
97728,note_off,,0,0,1,,,,,65,64,0,
97728,note_off,,192,0,2,,,,,60,64,0,
97728,note_off,,0,0,1,,,,,69,64,0,
97728,note_on,,0,0,3,,,,,41,102,0,
97728,note_off,,96,0,3,,,,,53,64,0,
97824,note_on,,0,0,3,,,,,53,102,0,
97824,note_off,,96,0,3,,,,,41,64,0,
97920,note_off,,96,0,3,,,,,53,64,0,
97920,note_on,,0,0,3,,,,,41,102,0,
98016,note_off,,96,0,3,,,,,41,64,0,
98016,note_on,,0,0,3,,,,,53,102,0,
98112,note_off,,96,0,3,,,,,53,64,0,
98112,note_on,,384,0,2,,,,,53,92,0,
98112,note_on,,0,0,2,,,,,57,92,0,
98112,note_on,,384,0,1,,,,,65,92,0,
98112,note_on,,0,0,1,,,,,69,92,0,
98112,note_on,,0,0,1,,,,,74,92,0,
98112,note_on,,0,0,2,,,,,62,92,0,
98112,note_on,,0,0,3,,,,,41,102,0,
98208,note_on,,0,0,3,,,,,53,102,0,
98208,note_off,,96,0,3,,,,,41,64,0,
98304,note_off,,192,0,1,,,,,74,64,0,
98304,note_off,,0,0,1,,,,,69,64,0,
98304,note_off,,0,0,1,,,,,65,64,0,
98304,note_off,,192,0,2,,,,,62,64,0,
98304,note_off,,0,0,2,,,,,57,64,0,
98304,note_on,,0,0,2,,,,,60,92,0,
98304,note_on,,0,0,2,,,,,55,92,0,
98304,note_on,,0,0,2,,,,,52,92,0,
98304,note_off,,0,0,2,,,,,53,64,0,
98304,note_on,,0,0,3,,,,,40,102,0,
98304,note_off,,96,0,3,,,,,53,64,0,
98400,note_on,,96,0,1,,,,,79,92,0,
98496,note_on,,0,0,1,,,,,67,92,0,
98496,note_off,,96,0,1,,,,,79,64,0,
98496,note_off,,192,0,3,,,,,40,64,0,
98496,note_off,,0,0,2,,,,,52,64,0,
98496,note_off,,0,0,2,,,,,55,64,0,
98496,note_off,,192,0,2,,,,,60,64,0,
98592,note_on,,0,0,1,,,,,79,92,0,
98592,note_off,,96,0,1,,,,,67,64,0,
98688,note_off,,96,0,1,,,,,79,64,0,
98688,note_on,,0,0,1,,,,,79,92,0,
98784,note_off,,96,0,1,,,,,79,64,0,
98784,note_on,,0,0,1,,,,,81,92,0,
98880,note_off,,96,0,1,,,,,81,64,0,
98880,note_on,,0,0,2,,,,,55,92,0,
98880,note_on,,0,0,1,,,,,79,92,0,
98880,note_on,,384,0,2,,,,,60,92,0,
98880,note_on,,384,0,3,,,,,52,102,0,
98976,note_off,,96,0,1,,,,,79,64,0,
98976,note_on,,0,0,1,,,,,81,92,0,
99072,note_off,,192,0,2,,,,,55,64,0,
99072,note_on,,0,0,2,,,,,57,92,0,
99072,note_off,,192,0,3,,,,,52,64,0,
99072,note_off,,0,0,2,,,,,60,64,0,
99072,note_off,,96,0,1,,,,,81,64,0,
99072,note_on,,0,0,1,,,,,77,92,0,
99072,note_on,,0,0,3,,,,,50,102,0,
99072,note_on,,0,0,2,,,,,60,92,0,
99168,note_on,,0,0,1,,,,,77,92,0,
99168,note_off,,96,0,1,,,,,77,64,0,
99264,note_off,,192,0,2,,,,,57,64,0,
99264,note_off,,96,0,1,,,,,77,64,0,
99264,note_on,,0,0,1,,,,,65,92,0,
99264,note_off,,192,0,3,,,,,50,64,0,
99264,note_off,,0,0,2,,,,,60,64,0,
99360,note_off,,96,0,1,,,,,65,64,0,
99360,note_on,,0,0,1,,,,,77,92,0,
99456,note_off,,96,0,1,,,,,77,64,0,
99456,note_on,,0,0,1,,,,,77,92,0,
99552,note_off,,96,0,1,,,,,77,64,0,
99552,note_on,,0,0,1,,,,,79,92,0,
99648,note_on,,0,0,1,,,,,77,92,0,
99648,note_on,,384,0,2,,,,,59,92,0,
99648,note_on,,0,0,2,,,,,55,92,0,
99648,note_on,,0,0,2,,,,,50,92,0,
99648,note_on,,384,0,3,,,,,43,102,0,
99648,note_off,,96,0,1,,,,,79,64,0,
99744,note_off,,96,0,1,,,,,77,64,0,
99744,note_on,,0,0,1,,,,,79,92,0,
99840,note_on,,0,0,1,,,,,76,92,0,
99840,note_off,,96,0,1,,,,,79,64,0,
99840,note_on,,0,0,3,,,,,36,102,0,
99840,note_off,,0,0,2,,,,,55,64,0,
99840,note_off,,192,0,2,,,,,50,64,0,
99840,note_off,,0,0,2,,,,,59,64,0,
99840,note_on,,0,0,2,,,,,48,92,0,
99840,note_on,,0,0,2,,,,,55,92,0,
99840,note_on,,0,0,2,,,,,60,92,0,
99840,note_off,,192,0,3,,,,,43,64,0,
99936,note_off,,96,0,1,,,,,76,64,0,
99936,note_on,,0,0,1,,,,,67,92,0,
100032,note_on,,0,0,2,,,,,64,92,0,
100032,note_off,,0,0,2,,,,,48,64,0,
100032,note_on,,0,0,1,,,,,72,92,0,
100032,note_off,,96,0,1,,,,,67,64,0,
100032,note_off,,192,0,3,,,,,36,64,0,
100032,note_off,,192,0,2,,,,,60,64,0,
100032,note_off,,0,0,2,,,,,55,64,0,
100128,note_off,,96,0,2,,,,,64,64,0,
100128,note_on,,0,0,2,,,,,55,92,0,
100128,note_on,,0,0,1,,,,,74,92,0,
100128,note_off,,96,0,1,,,,,72,64,0,
100224,note_on,,0,0,1,,,,,76,92,0,
100224,note_off,,96,0,1,,,,,74,64,0,
100224,note_on,,0,0,2,,,,,60,92,0,
100224,note_off,,96,0,2,,,,,55,64,0,
100320,note_on,,0,0,1,,,,,67,92,0,
100320,note_on,,0,0,2,,,,,62,92,0,
100320,note_off,,96,0,2,,,,,60,64,0,
100320,note_off,,96,0,1,,,,,76,64,0,
100416,note_on,,0,0,2,,,,,64,92,0,
100416,note_off,,96,0,2,,,,,62,64,0,
100416,note_on,,0,0,1,,,,,72,92,0,
100416,note_off,,96,0,1,,,,,67,64,0,
100512,note_off,,96,0,2,,,,,64,64,0,
100512,note_off,,96,0,1,,,,,72,64,0,
100512,note_on,,0,0,1,,,,,74,92,0,
100512,note_on,,0,0,2,,,,,55,92,0,
100608,note_on,,0,0,2,,,,,60,92,0,
100608,note_off,,96,0,1,,,,,74,64,0,
100608,note_on,,0,0,1,,,,,76,92,0,
100608,note_off,,96,0,2,,,,,55,64,0,
100704,note_off,,96,0,1,,,,,76,64,0,
100704,note_on,,0,0,1,,,,,77,92,0,
100704,note_off,,96,0,2,,,,,60,64,0,
100704,note_on,,0,0,2,,,,,62,92,0,
100800,note_on,,0,0,1,,,,,74,92,0,
100800,note_off,,96,0,1,,,,,77,64,0,
100800,note_off,,96,0,2,,,,,62,64,0,
100800,note_on,,0,0,2,,,,,59,92,0,
100896,note_on,,0,0,1,,,,,76,92,0,
100896,note_off,,96,0,1,,,,,74,64,0,
100896,note_off,,96,0,2,,,,,59,64,0,
100896,note_on,,0,0,2,,,,,60,92,0,
100992,note_on,,0,0,1,,,,,72,92,0,
100992,note_off,,96,0,2,,,,,60,64,0,
100992,note_on,,0,0,2,,,,,57,92,0,
100992,note_off,,96,0,1,,,,,76,64,0,
101088,note_off,,96,0,2,,,,,57,64,0,
101088,note_on,,0,0,2,,,,,59,92,0,
101088,note_off,,96,0,1,,,,,72,64,0,
101088,note_on,,0,0,1,,,,,74,92,0,
101184,note_on,,0,0,2,,,,,60,92,0,
101184,note_off,,96,0,2,,,,,59,64,0,
101184,note_off,,96,0,1,,,,,74,64,0,
101184,note_on,,0,0,1,,,,,76,92,0,
101280,note_off,,96,0,1,,,,,76,64,0,
101280,note_on,,0,0,1,,,,,77,92,0,
101280,note_on,,0,0,2,,,,,62,92,0,
101280,note_off,,96,0,2,,,,,60,64,0,
101376,note_on,,0,0,1,,,,,79,92,0,
101376,note_off,,96,0,1,,,,,77,64,0,
101376,note_off,,96,0,2,,,,,62,64,0,
101376,note_on,,0,0,2,,,,,64,92,0,
101472,note_off,,96,0,2,,,,,64,64,0,
101472,note_off,,96,0,1,,,,,79,64,0,
101472,note_on,,0,0,1,,,,,81,92,0,
101472,note_on,,0,0,2,,,,,65,92,0,
101568,note_on,,0,0,2,,,,,62,92,0,
101568,note_off,,96,0,1,,,,,81,64,0,
101568,note_on,,0,0,1,,,,,77,92,0,
101568,note_off,,96,0,2,,,,,65,64,0,
101664,note_off,,96,0,1,,,,,77,64,0,
101664,note_on,,0,0,1,,,,,79,92,0,
101664,note_on,,0,0,2,,,,,64,92,0,
101664,note_off,,96,0,2,,,,,62,64,0,
101760,note_on,,0,0,1,,,,,76,92,0,
101760,note_off,,96,0,1,,,,,79,64,0,
101760,note_off,,96,0,2,,,,,64,64,0,
101760,note_on,,0,0,2,,,,,60,92,0,
101856,note_on,,0,0,1,,,,,78,92,0,
101856,note_off,,96,0,1,,,,,76,64,0,
101856,note_off,,96,0,2,,,,,60,64,0,
101856,note_on,,0,0,2,,,,,62,92,0,
101952,note_off,,96,0,1,,,,,78,64,0,
101952,note_on,,0,0,1,,,,,79,92,0,
101952,note_on,,0,0,2,,,,,64,92,0,
101952,note_off,,96,0,2,,,,,62,64,0,
102048,note_off,,96,0,2,,,,,64,64,0,
102048,note_on,,0,0,2,,,,,66,92,0,
102048,note_on,,0,0,1,,,,,81,92,0,
102048,note_off,,96,0,1,,,,,79,64,0,
102144,note_on,,0,0,1,,,,,83,92,0,
102144,note_off,,96,0,1,,,,,81,64,0,
102144,note_on,,0,0,2,,,,,67,92,0,
102144,note_off,,96,0,2,,,,,66,64,0,
102240,note_on,,96,0,1,,,,,79,92,0,
102336,note_off,,192,0,2,,,,,67,64,0,
102336,note_off,,96,0,1,,,,,79,64,0,
102336,note_off,,0,0,1,,,,,83,64,0,
102336,note_on,,0,0,1,,,,,67,92,0,
102432,note_off,,96,0,1,,,,,67,64,0,
102432,note_on,,0,0,1,,,,,79,92,0,
102528,note_off,,96,0,1,,,,,79,64,0,
102528,note_on,,0,0,1,,,,,79,92,0,
102624,note_off,,96,0,1,,,,,79,64,0,
102624,note_on,,0,0,1,,,,,81,92,0,
102720,note_on,,0,0,1,,,,,84,92,0,
102720,note_on,,0,0,1,,,,,79,92,0,
102720,note_on,,384,0,2,,,,,64,92,0,
102720,note_off,,96,0,1,,,,,81,64,0,
102816,note_off,,96,0,1,,,,,79,64,0,
102816,note_on,,0,0,1,,,,,81,92,0,
102912,note_off,,192,0,2,,,,,64,64,0,
102912,note_on,,0,0,2,,,,,62,92,0,
102912,note_on,,0,0,1,,,,,77,92,0,
102912,note_on,,0,0,1,,,,,84,92,0,
102912,note_off,,0,0,1,,,,,84,64,0,
102912,note_off,,96,0,1,,,,,81,64,0,
103008,note_on,,0,0,1,,,,,77,92,0,
103008,note_off,,96,0,1,,,,,77,64,0,
103104,note_off,,96,0,1,,,,,77,64,0,
103104,note_on,,0,0,1,,,,,65,92,0,
103104,note_off,,192,0,2,,,,,62,64,0,
103104,note_off,,0,0,1,,,,,84,64,0,
103200,note_off,,96,0,1,,,,,65,64,0,
103200,note_on,,0,0,1,,,,,77,92,0,
103296,note_on,,0,0,1,,,,,77,92,0,
103296,note_off,,96,0,1,,,,,77,64,0,
103392,note_off,,96,0,1,,,,,77,64,0,
103392,note_on,,0,0,1,,,,,79,92,0,
103488,note_on,,0,0,1,,,,,83,92,0,
103488,note_on,,0,0,1,,,,,77,92,0,
103488,note_off,,96,0,1,,,,,79,64,0,
103488,note_on,,384,0,2,,,,,55,92,0,
103584,note_off,,96,0,1,,,,,77,64,0,
103584,note_on,,0,0,1,,,,,79,92,0,
103680,note_on,,0,0,1,,,,,84,92,0,
103680,note_off,,192,0,2,,,,,55,64,0,
103680,note_on,,0,0,2,,,,,60,92,0,
103680,note_off,,96,0,1,,,,,79,64,0,
103680,note_off,,0,0,1,,,,,83,64,0,
103680,note_on,,0,0,1,,,,,76,92,0,
103776,note_off,,96,0,1,,,,,76,64,0,
103776,note_on,,0,0,1,,,,,67,92,0,
103872,note_off,,96,0,1,,,,,67,64,0,
103872,note_on,,0,0,1,,,,,72,92,0,
103872,note_off,,0,0,1,,,,,84,64,0,
103872,note_on,,0,0,1,,,,,76,92,0,
103968,note_on,,0,0,1,,,,,77,92,0,
103968,note_off,,0,0,1,,,,,76,64,0,
103968,note_on,,0,0,1,,,,,74,92,0,
103968,note_off,,96,0,1,,,,,72,64,0,
104064,note_off,,0,0,1,,,,,77,64,0,
104064,note_on,,0,0,1,,,,,79,92,0,
104064,note_on,,0,0,1,,,,,76,92,0,
104064,note_off,,96,0,1,,,,,74,64,0,
104160,note_off,,96,0,1,,,,,76,64,0,
104160,note_on,,0,0,1,,,,,67,92,0,
104256,note_off,,96,0,1,,,,,67,64,0,
104256,note_off,,0,0,1,,,,,79,64,0,
104256,note_on,,0,0,1,,,,,72,92,0,
104256,note_on,,0,0,1,,,,,69,92,0,
104352,note_off,,96,0,1,,,,,69,64,0,
104352,note_off,,0,0,1,,,,,72,64,0,
104352,note_on,,0,0,1,,,,,74,92,0,
104352,note_on,,0,0,1,,,,,71,92,0,
104352,note_on,,0,0,2,,,,,59,92,0,
104352,note_off,,672,0,2,,,,,60,64,0,
104448,note_on,,0,0,2,,,,,57,92,0,
104448,note_on,,0,0,1,,,,,76,92,0,
104448,note_off,,0,0,1,,,,,74,64,0,
104448,note_off,,96,0,1,,,,,71,64,0,
104448,note_on,,0,0,1,,,,,72,92,0,
104448,note_off,,96,0,2,,,,,59,64,0,
104544,note_on,,0,0,2,,,,,59,92,0,
104544,note_off,,96,0,2,,,,,57,64,0,
104640,note_off,,96,0,2,,,,,59,64,0,
104640,note_on,,0,0,2,,,,,57,92,0,
104736,note_on,,0,0,2,,,,,55,92,0,
104736,note_off,,96,0,2,,,,,57,64,0,
104832,note_off,,384,0,1,,,,,76,64,0,
104832,note_on,,0,0,1,,,,,81,92,0,
104832,note_on,,0,0,2,,,,,54,92,0,
104832,note_off,,96,0,2,,,,,55,64,0,
104928,note_on,,0,0,2,,,,,55,92,0,
104928,note_off,,96,0,2,,,,,54,64,0,
105024,note_on,,0,0,2,,,,,52,92,0,
105024,note_off,,96,0,2,,,,,55,64,0,
105024,note_off,,192,0,1,,,,,81,64,0,
105024,note_on,,0,0,1,,,,,72,92,0,
105024,note_on,,0,0,1,,,,,74,92,0,
105024,note_off,,0,0,1,,,,,72,64,0,
105120,note_off,,96,0,2,,,,,52,64,0,
105120,note_on,,0,0,2,,,,,54,92,0,
105216,note_on,,0,0,2,,,,,55,92,0,
105216,note_off,,96,0,2,,,,,54,64,0,
105216,note_on,,0,0,1,,,,,71,92,0,
105216,note_off,,192,0,1,,,,,72,64,0,
105312,note_on,,0,0,2,,,,,57,92,0,
105312,note_off,,96,0,2,,,,,55,64,0,
105408,note_on,,0,0,2,,,,,55,92,0,
105408,note_off,,96,0,2,,,,,57,64,0,
105408,note_off,,192,0,1,,,,,74,64,0,
105408,note_on,,0,0,1,,,,,74,92,0,
105504,note_off,,96,0,2,,,,,55,64,0,
105504,note_on,,0,0,2,,,,,53,92,0,
105600,note_off,,96,0,2,,,,,53,64,0,
105600,note_off,,192,0,1,,,,,74,64,0,
105600,note_on,,0,0,2,,,,,52,92,0,
105600,note_on,,0,0,1,,,,,79,92,0,
105696,note_on,,0,0,2,,,,,53,92,0,
105696,note_off,,96,0,2,,,,,52,64,0,
105792,note_off,,192,0,1,,,,,79,64,0,
105792,note_on,,0,0,1,,,,,71,92,0,
105792,note_on,,0,0,1,,,,,72,92,0,
105792,note_on,,0,0,2,,,,,50,92,0,
105792,note_off,,96,0,2,,,,,53,64,0,
105792,note_off,,0,0,1,,,,,71,64,0,
105888,note_off,,96,0,2,,,,,50,64,0,
105888,note_on,,0,0,2,,,,,52,92,0,
105984,note_on,,0,0,2,,,,,53,92,0,
105984,note_off,,96,0,2,,,,,52,64,0,
105984,note_off,,192,0,1,,,,,71,64,0,
105984,note_on,,0,0,1,,,,,69,92,0,
106080,note_off,,96,0,1,,,,,72,64,0,
106080,note_on,,0,0,1,,,,,72,92,0,
106176,note_on,,0,0,1,,,,,67,92,0,
106176,note_off,,96,0,1,,,,,69,64,0,
106272,note_off,,96,0,1,,,,,72,64,0,
106272,note_on,,0,0,1,,,,,71,92,0,
106368,note_on,,0,0,1,,,,,69,92,0,
106368,note_off,,96,0,1,,,,,71,64,0,
106368,note_off,,0,0,1,,,,,67,64,0,
106368,note_on,,0,0,1,,,,,65,92,0,
106464,note_off,,96,0,1,,,,,69,64,0,
106464,note_on,,0,0,1,,,,,74,92,0,
106560,note_off,,96,0,1,,,,,65,64,0,
106560,note_on,,0,0,1,,,,,64,92,0,
106560,note_off,,576,0,2,,,,,53,64,0,
106560,note_on,,0,0,2,,,,,53,92,0,
106656,note_off,,96,0,1,,,,,74,64,0,
106656,note_on,,0,0,1,,,,,72,92,0,
106752,note_off,,0,0,1,,,,,64,64,0,
106752,note_off,,192,0,2,,,,,53,64,0,
106752,note_on,,0,0,2,,,,,55,92,0,
106752,note_on,,0,0,1,,,,,71,92,0,
106752,note_on,,0,0,1,,,,,62,92,0,
106752,note_off,,96,0,1,,,,,72,64,0,
106848,note_on,,96,0,2,,,,,59,92,0,
106944,note_off,,96,0,2,,,,,55,64,0,
106944,note_on,,0,0,2,,,,,53,92,0,
107040,note_off,,96,0,2,,,,,59,64,0,
107040,note_on,,0,0,2,,,,,57,92,0,
107136,note_off,,96,0,2,,,,,53,64,0,
107136,note_on,,0,0,2,,,,,52,92,0,
107136,note_on,,0,0,1,,,,,72,92,0,
107136,note_off,,384,0,1,,,,,71,64,0,
107136,note_off,,0,0,1,,,,,62,64,0,
107136,note_on,,0,0,1,,,,,64,92,0,
107232,note_off,,96,0,2,,,,,57,64,0,
107232,note_on,,0,0,2,,,,,55,92,0,
107328,note_off,,192,0,1,,,,,72,64,0,
107328,note_off,,0,0,1,,,,,64,64,0,
107328,note_on,,0,0,1,,,,,65,92,0,
107328,note_on,,0,0,1,,,,,74,92,0,
107328,note_on,,0,0,2,,,,,50,92,0,
107328,note_off,,96,0,2,,,,,52,64,0,
107424,note_on,,0,0,2,,,,,53,92,0,
107424,note_off,,96,0,2,,,,,55,64,0,
107520,note_off,,0,0,2,,,,,50,64,0,
107520,note_on,,0,0,2,,,,,48,92,0,
107520,note_on,,0,0,1,,,,,76,92,0,
107520,note_on,,0,0,1,,,,,67,92,0,
107520,note_off,,0,0,1,,,,,65,64,0,
107520,note_off,,192,0,1,,,,,74,64,0,
107520,note_on,,0,0,2,,,,,52,92,0,
107520,note_off,,96,0,2,,,,,53,64,0,
107616,note_off,,96,0,2,,,,,48,64,0,
107616,note_off,,0,0,2,,,,,52,64,0,
107616,note_on,,0,0,2,,,,,50,92,0,
107712,note_on,,0,0,2,,,,,52,92,0,
107712,note_off,,96,0,2,,,,,50,64,0,
107808,note_on,,0,0,2,,,,,53,92,0,
107808,note_off,,96,0,2,,,,,52,64,0,
107904,note_off,,96,0,2,,,,,53,64,0,
107904,note_on,,0,0,2,,,,,55,92,0,
108000,note_off,,96,0,2,,,,,55,64,0,
108000,note_on,,0,0,2,,,,,57,92,0,
108096,note_off,,96,0,2,,,,,57,64,0,
108096,note_on,,0,0,2,,,,,59,92,0,
108192,note_off,,96,0,2,,,,,59,64,0,
108192,note_on,,0,0,2,,,,,60,92,0,
108288,note_off,,96,0,2,,,,,60,64,0,
108288,note_on,,0,0,2,,,,,58,92,0,
108384,note_off,,864,0,1,,,,,76,64,0,
108384,note_on,,0,0,1,,,,,77,92,0,
108480,note_on,,0,0,1,,,,,62,92,0,
108480,note_on,,0,0,1,,,,,79,92,0,
108480,note_off,,0,0,1,,,,,67,64,0,
108480,note_off,,96,0,1,,,,,77,64,0,
108576,note_on,,0,0,1,,,,,81,92,0,
