tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,data,program,channel,control,value,note,velocity
0,time_signature,6,8,12,8,0,1,0,,,,,,,,
0,control_change,,,,,0,0,3,,,,2,91,95,,
0,control_change,,,,,0,0,3,,,,2,10,64,,
0,control_change,,,,,0,0,3,,,,2,7,75,,
0,program_change,,,,,0,0,3,,,71,2,,,,
0,sequencer_specific,,,,,0,1,3,,"(67, 0, 1, 0)",,,,,,
0,sequencer_specific,,,,,0,1,11,,"(67, 0, 1, 0)",,,,,,
0,program_change,,,,,0,0,11,,,48,11,,,,
0,control_change,,,,,0,0,11,,,,11,7,101,,
0,control_change,,,,,0,0,11,,,,11,10,40,,
0,control_change,,,,,0,0,11,,,,11,91,80,,
0,control_change,,,,,0,0,2,,,,1,91,95,,
0,control_change,,,,,0,0,2,,,,1,10,64,,
0,control_change,,,,,0,0,2,,,,1,7,76,,
0,control_change,,,,,0,0,10,,,,10,91,80,,
0,program_change,,,,,0,0,2,,,71,1,,,,
0,sequencer_specific,,,,,0,1,12,,"(67, 0, 1, 0)",,,,,,
0,program_change,,,,,0,0,12,,,48,12,,,,
0,control_change,,,,,0,0,12,,,,12,7,97,,
0,control_change,,,,,0,0,12,,,,12,10,98,,
0,control_change,,,,,0,0,12,,,,12,91,80,,
0,sequencer_specific,,,,,0,1,13,,"(67, 0, 1, 0)",,,,,,
0,program_change,,,,,0,0,13,,,48,13,,,,
0,control_change,,,,,0,0,13,,,,13,7,101,,
0,control_change,,,,,0,0,13,,,,13,10,84,,
0,control_change,,,,,0,0,13,,,,13,91,80,,
0,sequencer_specific,,,,,0,1,14,,"(67, 0, 1, 0)",,,,,,
0,program_change,,,,,0,0,14,,,43,14,,,,
0,control_change,,,,,0,0,14,,,,14,7,79,,
0,sequencer_specific,,,,,0,1,2,,"(67, 0, 1, 0)",,,,,,
0,control_change,,,,,0,0,10,,,,10,10,28,,
0,control_change,,,,,0,0,10,,,,10,7,114,,
0,program_change,,,,,0,0,10,,,48,10,,,,
0,control_change,,,,,0,0,7,,,,5,7,126,,
0,control_change,,,,,0,0,7,,,,5,91,100,,
0,control_change,,,,,0,0,6,,,,4,91,80,,
0,control_change,,,,,0,0,6,,,,4,10,36,,
0,control_change,,,,,0,0,6,,,,4,7,97,,
0,program_change,,,,,0,0,6,,,60,4,,,,
0,sequencer_specific,,,,,0,1,6,,"(67, 0, 1, 0)",,,,,,
0,control_change,,,,,0,0,5,,,,3,91,95,,
