tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,program_change,0,0,1,,,,,,,,0,0,,,,
0,control_change,0,0,1,,,,,,,,,0,7,100,,
0,control_change,0,0,1,,,,,,,,,0,10,64,,
0,control_change,0,0,1,,,,,,,,,0,91,127,,
0,text,0,1,1,,,,,,,,,,,,,
0,track_name,0,1,7,,,,,,,,,,,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,program_change,0,0,2,,,,,,,,0,0,,,,
0,control_change,0,0,2,,,,,,,,,0,7,100,,
0,control_change,0,0,2,,,,,,,,,0,10,64,,
0,control_change,0,0,2,,,,,,,,,0,91,127,,
0,midi_port,0,1,3,,,,,,,0,,,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,end_of_track,0,1,3,,,,,,,,,,,,,
0,midi_port,0,1,4,,,,,,,0,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,end_of_track,0,1,4,,,,,,,,,,,,,
0,midi_port,0,1,5,,,,,,,0,,,,,,
0,track_name,0,1,5,,,,,,,,,,,,,
0,end_of_track,0,1,5,,,,,,,,,,,,,
0,midi_port,0,1,6,,,,,,,0,,,,,,
0,track_name,0,1,6,,,,,,,,,,,,,
0,end_of_track,0,1,6,,,,,,,,,,,,,
0,midi_port,0,1,7,,,,,,,0,,,,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,end_of_track,0,1,7,,,,,,,,,,,,,
0,track_name,0,1,0,,,,,,,,,,,,,
0,marker,0,1,0,,,,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,922084,,,,,,,
0,key_signature,0,1,0,,,,,C,,,,,,,,
0,time_signature,0,1,0,2,4,24,8,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
1,note_on,1,0,1,,,,,,,,,0,,,79,79
1,note_on,1,0,2,,,,,,,,,0,,,64,50
21,control_change,20,0,2,,,,,,,,,0,64,127,,
120,note_on,0,0,2,,,,,,,,,0,,,60,36
120,note_on,99,0,2,,,,,,,,,0,,,64,0
120,note_on,119,0,1,,,,,,,,,0,,,79,0
240,note_on,120,0,2,,,,,,,,,0,,,60,0
240,note_on,0,0,2,,,,,,,,,0,,,64,43
240,set_tempo,240,1,0,,,,,,902120,,,,,,,
240,note_on,120,0,1,,,,,,,,,0,,,79,71
360,note_on,120,0,2,,,,,,,,,0,,,64,0
360,note_on,0,0,2,,,,,,,,,0,,,60,38
480,note_on,0,0,2,,,,,,,,,0,,,64,51
480,note_on,120,0,2,,,,,,,,,0,,,60,0
600,note_on,0,0,1,,,,,,,,,0,,,77,71
600,note_on,0,0,2,,,,,,,,,0,,,60,40
600,note_on,120,0,2,,,,,,,,,0,,,64,0
600,note_on,360,0,1,,,,,,,,,0,,,79,0
